"","GO_species","DirectSM_H4","DirectSM_H5","DirectSM_H6","DirectSM_H7","SM_H4","SM_H5","SM_H6","SM_H7","GO_number","GO_description","Species","Taxonomic_ID"
"6748","GO:0103015_NO_NAME|138074",23.622138080728,0,0,0,15.5620875366032,5.87308167735094,0,0,"GO:0103015","NO_NAME","Serratia symbiotica","138074"
"6749","GO:0103015_NO_NAME|47885",0.85454763082737,0,0,0,0,0,0,0,"GO:0103015","NO_NAME","Pseudomonas oryzihabitans","47885"
"6750","GO:0103025_NO_NAME|33968",0.0610391164876693,0,0,0,0,0,0,0,"GO:0103025","NO_NAME","Leuconostoc pseudomesenteroides","33968"
"6751","GO:0103025_NO_NAME|571",0.0610391164876693,0,0,0,0,0,0,0,"GO:0103025","NO_NAME","Klebsiella oxytoca","571"
"6752","GO:0103025_NO_NAME|69218",0.915586747315039,0,0,0,0.422882813494653,0,0,0,"GO:0103025","NO_NAME","Enterobacter cancerogenus","69218"
"6753","GO:0103039_NO_NAME|47885",1.22078232975339,0,0,0,0,0,0,0,"GO:0103039","NO_NAME","Pseudomonas oryzihabitans","47885"
"6754","GO:0103045_NO_NAME|138074",5.73767694984091,0,0,0,13.8423640950583,29.6171118872126,44.1723593396952,0,"GO:0103045","NO_NAME","Serratia symbiotica","138074"
"6755","GO:0103045_NO_NAME|48296",1.15974321326572,0,0,0,0.535651563759894,0,0,0,"GO:0103045","NO_NAME","Acinetobacter pittii","48296"
"6756","GO:0103045_NO_NAME|69218",2.68572112545745,0,0,0,1.29684062805027,0,0,0,"GO:0103045","NO_NAME","Enterobacter cancerogenus","69218"
"6757","GO:0103046_NO_NAME|138074",3.29611229033414,0,0,0,1.83249219181016,0,0,0,"GO:0103046","NO_NAME","Serratia symbiotica","138074"
"6758","GO:0103046_NO_NAME|69218",0.976625863802709,0,0,0,0,0,0,0,"GO:0103046","NO_NAME","Enterobacter cancerogenus","69218"
"6759","GO:0103047_NO_NAME|138074",3.84546433872317,0,0,0,9.21884533418344,1.59412216956668,0,0,"GO:0103047","NO_NAME","Serratia symbiotica","138074"
"6760","GO:0103047_NO_NAME|1914861",1.64805614516707,0,0,0,1.32503281561658,0,0,0,"GO:0103047","NO_NAME","Enterobacter sp. SA187","1914861"
"6761","GO:0103047_NO_NAME|33968",1.15974321326572,0,0,0,1.21226406535134,0,6.02350354632208,0,"GO:0103047","NO_NAME","Leuconostoc pseudomesenteroides","33968"
"6762","GO:0103047_NO_NAME|69218",1.28182144624106,0,0,0,0.761189064290376,0,14.0548416080849,0,"GO:0103047","NO_NAME","Enterobacter cancerogenus","69218"
"6763","GO:0103053_NO_NAME|69218",0.122078232975339,0,0,0,0.0281921875663102,0,0,0,"GO:0103053","NO_NAME","Enterobacter cancerogenus","69218"
"6764","GO:0103068_NO_NAME|1239307",0.976625863802709,0,0,0,0,0,0,0,"GO:0103068","NO_NAME","Sodalis praecaptivus","1239307"
"6765","GO:0103068_NO_NAME|138074",1.22078232975339,0,83.8554191423079,0,3.80594532145188,4.36286067460355,48.1880283705766,0,"GO:0103068","NO_NAME","Serratia symbiotica","138074"
"6766","GO:0103068_NO_NAME|47885",0.305195582438346,0,0,0,0,0,0,0,"GO:0103068","NO_NAME","Pseudomonas oryzihabitans","47885"
"6767","GO:0103111_D-glucosamine PTS permease activity|1239307",3.90650345521084,0,0,0,2.73464219393209,0.167802333638598,0,0,"GO:0103111","D-glucosamine PTS permease activity","Sodalis praecaptivus","1239307"
"6768","GO:0103111_D-glucosamine PTS permease activity|138074",22.52343398395,0,3.81160996101399,0,20.354759422876,21.2269952052827,0,0,"GO:0103111","D-glucosamine PTS permease activity","Serratia symbiotica","138074"
"6769","GO:0103111_D-glucosamine PTS permease activity|1914861",0.793508514339701,0,0,0,1.43780156588182,0,0,0,"GO:0103111","D-glucosamine PTS permease activity","Enterobacter sp. SA187","1914861"
"6770","GO:0103111_D-glucosamine PTS permease activity|33968",2.25844731004376,0,0,23.2442051421765,2.39633594313637,0,0,0,"GO:0103111","D-glucosamine PTS permease activity","Leuconostoc pseudomesenteroides","33968"
"6771","GO:0103111_D-glucosamine PTS permease activity|47885",0.366234698926016,0,0,0,0,0,0,0,"GO:0103111","D-glucosamine PTS permease activity","Pseudomonas oryzihabitans","47885"
"6772","GO:0103111_D-glucosamine PTS permease activity|48296",0.305195582438346,0,0,0,0.140960937831551,0,0,0,"GO:0103111","D-glucosamine PTS permease activity","Acinetobacter pittii","48296"
"6773","GO:0103111_D-glucosamine PTS permease activity|69218",0.793508514339701,0,0,0,0.394690625928343,0,0,0,"GO:0103111","D-glucosamine PTS permease activity","Enterobacter cancerogenus","69218"
"6774","GO:0103111_D-glucosamine PTS permease activity|82987",0.244156465950677,0,0,0,0.366498438362033,0,0,0,"GO:0103111","D-glucosamine PTS permease activity","Tatumella ptyseos","82987"
"6775","GO:0103115_protoheme IX ABC transporter activity|69218",0.244156465950677,0,0,0,0.112768750265241,0,0,0,"GO:0103115","protoheme IX ABC transporter activity","Enterobacter cancerogenus","69218"
"6776","GO:0103117_UDP-3-O-acyl-N-acetylglucosamine deacetylase activity|138074",5.73767694984091,0,0,0,6.70974064078183,4.27895950778425,0,0,"GO:0103117","UDP-3-O-acyl-N-acetylglucosamine deacetylase activity","Serratia symbiotica","138074"
"6777","GO:0103118_UDP-3-O-(R-3-hydroxymyristoyl)-glucosamine N-acyltransferase activity|138074",6.10391164876693,0,0,0,7.61189064290376,8.89352368284571,0,0,"GO:0103118","UDP-3-O-(R-3-hydroxymyristoyl)-glucosamine N-acyltransferase activity","Serratia symbiotica","138074"
"6778","GO:0106026_NO_NAME|138074",3.05195582438347,0,0,0,2.53729688096792,2.01362800366318,0,0,"GO:0106026","NO_NAME","Serratia symbiotica","138074"
"6779","GO:0106026_NO_NAME|69218",0.671430281364362,0,0,0,0,0,0,0,"GO:0106026","NO_NAME","Enterobacter cancerogenus","69218"
"6780","GO:0106029_NO_NAME|1239307",0.488312931901354,0,0,0,0.592035938892515,0,0,0,"GO:0106029","NO_NAME","Sodalis praecaptivus","1239307"
"6781","GO:0106029_NO_NAME|138074",38.4546433872317,0,247.75464746591,0,26.6134250625969,33.6443678945389,0,0,"GO:0106029","NO_NAME","Serratia symbiotica","138074"
"6782","GO:0106029_NO_NAME|47885",1.22078232975339,0,0,0,2.90379531932995,0,0,0,"GO:0106029","NO_NAME","Pseudomonas oryzihabitans","47885"
"6783","GO:0106029_NO_NAME|69218",1.09870409677805,0,0,0,0.225537500530482,0,0,0,"GO:0106029","NO_NAME","Enterobacter cancerogenus","69218"
"6784","GO:0106141_NO_NAME|138074",10.3766498029038,0,0,0,9.78268908550965,1.17461633547019,0,0,"GO:0106141","NO_NAME","Serratia symbiotica","138074"
"6785","GO:0106141_NO_NAME|69218",0.976625863802709,0,0,0,0,0,0,0,"GO:0106141","NO_NAME","Enterobacter cancerogenus","69218"
"6786","GO:0120009_NO_NAME|69218",0.0610391164876693,0,0,0,0,0,0,0,"GO:0120009","NO_NAME","Enterobacter cancerogenus","69218"
"6787","GO:0120010_NO_NAME|138074",0.0610391164876693,0,0,0,0.0281921875663102,0,0,0,"GO:0120010","NO_NAME","Serratia symbiotica","138074"
"6788","GO:0120101_NO_NAME|69218",0.0610391164876693,0,0,0,0,0,0,0,"GO:0120101","NO_NAME","Enterobacter cancerogenus","69218"
"6789","GO:0120159_NO_NAME|138074",8.11820249286002,0,0,0,11.1641062762588,7.71890734737552,6.02350354632208,0,"GO:0120159","NO_NAME","Serratia symbiotica","138074"
"6790","GO:0120159_NO_NAME|47885",0.0610391164876693,0,0,0,0.0281921875663102,0,0,0,"GO:0120159","NO_NAME","Pseudomonas oryzihabitans","47885"
"6791","GO:0120159_NO_NAME|69218",0.915586747315039,0,0,0,0,0,0,0,"GO:0120159","NO_NAME","Enterobacter cancerogenus","69218"
"6792","GO:0140078_NO_NAME|138074",21.4247298871719,0,0,104.598923139794,13.814171907492,7.04769801282113,0,263.694349853845,"GO:0140078","NO_NAME","Serratia symbiotica","138074"
"6793","GO:0140078_NO_NAME|69218",0.85454763082737,0,0,0,0.958534377254548,0,0,0,"GO:0140078","NO_NAME","Enterobacter cancerogenus","69218"
"6794","GO:1900034_regulation of cellular response to heat|47885",0.0610391164876693,0,0,0,0,0,0,0,"GO:1900034","regulation of cellular response to heat","Pseudomonas oryzihabitans","47885"
"6795","GO:1900036_positive regulation of cellular response to heat|47885",0.0610391164876693,0,0,0,0.0281921875663102,0,0,0,"GO:1900036","positive regulation of cellular response to heat","Pseudomonas oryzihabitans","47885"
"6796","GO:1900189_positive regulation of cell adhesion involved in single-species biofilm formation|47885",0.0610391164876693,0,0,0,0.0281921875663102,0,0,0,"GO:1900189","positive regulation of cell adhesion involved in single-species biofilm formation","Pseudomonas oryzihabitans","47885"
"6797","GO:1900191_negative regulation of single-species biofilm formation|138074",0.0610391164876693,0,0,0,0.0563843751326204,0.167802333638598,0,0,"GO:1900191","negative regulation of single-species biofilm formation","Serratia symbiotica","138074"
"6798","GO:1900233_positive regulation of single-species biofilm formation on inanimate substrate|47885",0.122078232975339,0,0,0,0.0845765626989307,0,0,0,"GO:1900233","positive regulation of single-species biofilm formation on inanimate substrate","Pseudomonas oryzihabitans","47885"
"6799","GO:1900376_regulation of secondary metabolite biosynthetic process|138074",0.122078232975339,0,0,0,0.281921875663102,0.167802333638598,0,0,"GO:1900376","regulation of secondary metabolite biosynthetic process","Serratia symbiotica","138074"
"6800","GO:1900377_negative regulation of secondary metabolite biosynthetic process|47885",0.0610391164876693,0,0,0,0,0,0,0,"GO:1900377","negative regulation of secondary metabolite biosynthetic process","Pseudomonas oryzihabitans","47885"
"6801","GO:1900378_positive regulation of secondary metabolite biosynthetic process|47885",0.0610391164876693,0,0,0,0,0,0,0,"GO:1900378","positive regulation of secondary metabolite biosynthetic process","Pseudomonas oryzihabitans","47885"
"6802","GO:1900407_regulation of cellular response to oxidative stress|47885",0.0610391164876693,0,0,0,0,0,0,0,"GO:1900407","regulation of cellular response to oxidative stress","Pseudomonas oryzihabitans","47885"
"6803","GO:1900705_negative regulation of siderophore biosynthetic process|138074",0.122078232975339,0,0,0,0.281921875663102,0.0839011668192991,0,0,"GO:1900705","negative regulation of siderophore biosynthetic process","Serratia symbiotica","138074"
"6804","GO:1900750_oligopeptide binding|1914861",0.0610391164876693,0,0,0,0.0281921875663102,0,0,0,"GO:1900750","oligopeptide binding","Enterobacter sp. SA187","1914861"
"6805","GO:1901000_regulation of response to salt stress|47885",0.0610391164876693,0,0,0,0,0,0,0,"GO:1901000","regulation of response to salt stress","Pseudomonas oryzihabitans","47885"
"6806","GO:1901135_carbohydrate derivative metabolic process|1239307",3.90650345521084,0,0,0,1.94526094207541,0,0,0,"GO:1901135","carbohydrate derivative metabolic process","Sodalis praecaptivus","1239307"
"6807","GO:1901135_carbohydrate derivative metabolic process|138074",26.0637027402348,0,0,0,19.4244172331877,17.5353438652335,0,0,"GO:1901135","carbohydrate derivative metabolic process","Serratia symbiotica","138074"
"6808","GO:1901135_carbohydrate derivative metabolic process|1914861",1.40389967921639,0,0,0,1.24045625291765,0,0,0,"GO:1901135","carbohydrate derivative metabolic process","Enterobacter sp. SA187","1914861"
"6809","GO:1901135_carbohydrate derivative metabolic process|33968",3.60130787277249,0,0,0,2.59368125610054,0,0,0,"GO:1901135","carbohydrate derivative metabolic process","Leuconostoc pseudomesenteroides","33968"
"6810","GO:1901135_carbohydrate derivative metabolic process|47885",1.09870409677805,0,0,0,0.535651563759894,0,0,0,"GO:1901135","carbohydrate derivative metabolic process","Pseudomonas oryzihabitans","47885"
"6811","GO:1901135_carbohydrate derivative metabolic process|69218",1.15974321326572,0,0,0,1.29684062805027,0,0,0,"GO:1901135","carbohydrate derivative metabolic process","Enterobacter cancerogenus","69218"
"6812","GO:1901135_carbohydrate derivative metabolic process|82987",0.366234698926016,0,0,0,0.676612501591445,0,0,0,"GO:1901135","carbohydrate derivative metabolic process","Tatumella ptyseos","82987"
"6813","GO:1901137_carbohydrate derivative biosynthetic process|138074",14.588348840553,138.102387828995,0,0,23.8505906810984,21.6465010393792,0,319.208949823075,"GO:1901137","carbohydrate derivative biosynthetic process","Serratia symbiotica","138074"
"6814","GO:1901260_peptidyl-lysine hydroxylation involved in bacterial-type EF-P lysine modification|571",0.0610391164876693,0,0,0,0,0,0,0,"GO:1901260","peptidyl-lysine hydroxylation involved in bacterial-type EF-P lysine modification","Klebsiella oxytoca","571"
"6815","GO:1901381_positive regulation of potassium ion transmembrane transport|138074",1.09870409677805,138.102387828995,0,0,2.28356719287113,3.10434317231407,0,0,"GO:1901381","positive regulation of potassium ion transmembrane transport","Serratia symbiotica","138074"
"6816","GO:1901681_sulfur compound binding|138074",12.6350971129475,0,0,0,15.900393787399,20.0523788698125,0,0,"GO:1901681","sulfur compound binding","Serratia symbiotica","138074"
"6817","GO:1901681_sulfur compound binding|47885",2.3805255430191,0,0,0,0.563843751326204,0,0,0,"GO:1901681","sulfur compound binding","Pseudomonas oryzihabitans","47885"
"6818","GO:1901891_regulation of cell septum assembly|138074",0.183117349463008,0,0,0,5.41290001273156,3.77555250686846,6.02350354632208,0,"GO:1901891","regulation of cell septum assembly","Serratia symbiotica","138074"
"6819","GO:1901891_regulation of cell septum assembly|69218",0.793508514339701,0,0,0,0,0,0,0,"GO:1901891","regulation of cell septum assembly","Enterobacter cancerogenus","69218"
"6820","GO:1902021_regulation of bacterial-type flagellum-dependent cell motility|69218",0.0610391164876693,0,0,0,0,0,0,0,"GO:1902021","regulation of bacterial-type flagellum-dependent cell motility","Enterobacter cancerogenus","69218"
"6821","GO:1902022_L-lysine transport|69218",0.0610391164876693,0,0,0,0,0,0,0,"GO:1902022","L-lysine transport","Enterobacter cancerogenus","69218"
"6822","GO:1902201_negative regulation of bacterial-type flagellum-dependent cell motility|47885",0.0610391164876693,0,0,0,0.0281921875663102,0,0,0,"GO:1902201","negative regulation of bacterial-type flagellum-dependent cell motility","Pseudomonas oryzihabitans","47885"
"6823","GO:1902208_regulation of bacterial-type flagellum assembly|69218",0.0610391164876693,0,0,0,0.592035938892515,0,0,0,"GO:1902208","regulation of bacterial-type flagellum assembly","Enterobacter cancerogenus","69218"
"6824","GO:1902495_transmembrane transporter complex|138074",0.183117349463008,0,0,0,0.197345312964172,0.167802333638598,0,0,"GO:1902495","transmembrane transporter complex","Serratia symbiotica","138074"
"6825","GO:1902560_GMP reductase complex|138074",11.2922365502188,0,0,0,5.97674376405777,18.6260590338844,0,0,"GO:1902560","GMP reductase complex","Serratia symbiotica","138074"
"6826","GO:1902600_hydrogen ion transmembrane transport|138074",11.2922365502188,0,0,0,6.79431720348076,14.4310006929194,0,0,"GO:1902600","hydrogen ion transmembrane transport","Serratia symbiotica","138074"
"6827","GO:1902600_hydrogen ion transmembrane transport|33968",0.0610391164876693,0,0,0,0,0,0,0,"GO:1902600","hydrogen ion transmembrane transport","Leuconostoc pseudomesenteroides","33968"
"6828","GO:1902603_carnitine transmembrane transport|138074",0.183117349463008,0,0,0,0.197345312964172,0.167802333638598,0,0,"GO:1902603","carnitine transmembrane transport","Serratia symbiotica","138074"
"6829","GO:1902604_p-aminobenzoyl-glutamate transmembrane transport|138074",0.122078232975339,0,0,0,0.366498438362033,0.251703500457897,0,0,"GO:1902604","p-aminobenzoyl-glutamate transmembrane transport","Serratia symbiotica","138074"
"6830","GO:1902626_assembly of large subunit precursor of preribosome|1239307",0.0610391164876693,0,0,0,0.225537500530482,0,0,0,"GO:1902626","assembly of large subunit precursor of preribosome","Sodalis praecaptivus","1239307"
"6831","GO:1902626_assembly of large subunit precursor of preribosome|138074",0.244156465950677,6.57630418233311,0,0,0.197345312964172,0.335604667277196,0,0,"GO:1902626","assembly of large subunit precursor of preribosome","Serratia symbiotica","138074"
"6832","GO:1902777_6-sulfoquinovose(1-) catabolic process|1914861",1.34286056272872,0,0,0,0.451075001060964,0,0,0,"GO:1902777","6-sulfoquinovose(1-) catabolic process","Enterobacter sp. SA187","1914861"
"6833","GO:1902884_positive regulation of response to oxidative stress|47885",0.0610391164876693,0,0,0,0.0281921875663102,0,0,0,"GO:1902884","positive regulation of response to oxidative stress","Pseudomonas oryzihabitans","47885"
"6834","GO:1903401_L-lysine transmembrane transport|1914861",0.122078232975339,0,0,0,0,0,0,0,"GO:1903401","L-lysine transmembrane transport","Enterobacter sp. SA187","1914861"
"6835","GO:1903424_fluoride transmembrane transport|138074",0.183117349463008,0,0,0,0.0281921875663102,0,0,0,"GO:1903424","fluoride transmembrane transport","Serratia symbiotica","138074"
"6836","GO:1903425_fluoride transmembrane transporter activity|138074",0.183117349463008,0,0,0,0.0281921875663102,0,0,0,"GO:1903425","fluoride transmembrane transporter activity","Serratia symbiotica","138074"
"6837","GO:1903711_spermidine transmembrane transport|138074",0.366234698926016,0,0,0,0.225537500530482,0.755110501373692,0,0,"GO:1903711","spermidine transmembrane transport","Serratia symbiotica","138074"
"6838","GO:1903981_enterobactin binding|138074",0.0610391164876693,0,0,0,0.0563843751326204,0,0,0,"GO:1903981","enterobactin binding","Serratia symbiotica","138074"
"6839","GO:1904047_S-adenosyl-L-methionine binding|138074",22.889668682876,0,0,0,27.261845376622,14.9344076938352,38.1488557933732,0,"GO:1904047","S-adenosyl-L-methionine binding","Serratia symbiotica","138074"
"6840","GO:1904047_S-adenosyl-L-methionine binding|69218",1.09870409677805,0,0,0,0,0,0,0,"GO:1904047","S-adenosyl-L-methionine binding","Enterobacter cancerogenus","69218"
"6841","GO:1904659_glucose transmembrane transport|138074",0.183117349463008,0,0,0,0.0845765626989307,0,0,0,"GO:1904659","glucose transmembrane transport","Serratia symbiotica","138074"
"6842","GO:1904680_peptide transmembrane transporter activity|138074",21.6688863531226,243.323254746325,41.9277095711539,110.409974425338,16.2387000381947,15.2700123611124,4.01566903088139,0,"GO:1904680","peptide transmembrane transporter activity","Serratia symbiotica","138074"
"6843","GO:1904680_peptide transmembrane transporter activity|1914861",0.122078232975339,0,7.62321992202799,0,1.18407187778503,0,0,0,"GO:1904680","peptide transmembrane transporter activity","Enterobacter sp. SA187","1914861"
"6844","GO:1904680_peptide transmembrane transporter activity|33968",1.52597791219173,0,0,0,0,0,0,0,"GO:1904680","peptide transmembrane transporter activity","Leuconostoc pseudomesenteroides","33968"
"6845","GO:1904680_peptide transmembrane transporter activity|69218",0.0610391164876693,0,0,0,0.704804689157756,0,0,0,"GO:1904680","peptide transmembrane transporter activity","Enterobacter cancerogenus","69218"
"6846","GO:1905202_methylcrotonoyl-CoA carboxylase complex|47885",0.0610391164876693,0,0,0,0,0,0,0,"GO:1905202","methylcrotonoyl-CoA carboxylase complex","Pseudomonas oryzihabitans","47885"
"6847","GO:1990063_Bam protein complex|138074",0.244156465950677,0,0,0,0.366498438362033,0.419505834096496,0,0,"GO:1990063","Bam protein complex","Serratia symbiotica","138074"
"6848","GO:1990077_primosome complex|1239307",2.19740819355609,0,0,0,0,0,0,0,"GO:1990077","primosome complex","Sodalis praecaptivus","1239307"
"6849","GO:1990077_primosome complex|138074",52.2494837134449,0,72.4205892592659,0,55.3976485677996,66.4497241208849,64.2507044941022,0,"GO:1990077","primosome complex","Serratia symbiotica","138074"
"6850","GO:1990077_primosome complex|1914861",0.488312931901354,0,0,0,1.12768750265241,0,0,0,"GO:1990077","primosome complex","Enterobacter sp. SA187","1914861"
"6851","GO:1990077_primosome complex|33968",3.11299494087113,0,0,0,2.36814375557006,0,0,0,"GO:1990077","primosome complex","Leuconostoc pseudomesenteroides","33968"
"6852","GO:1990077_primosome complex|48296",1.09870409677805,0,0,0,0.789381251856686,0,0,0,"GO:1990077","primosome complex","Acinetobacter pittii","48296"
"6853","GO:1990077_primosome complex|69218",0.793508514339701,0,0,0,0.0281921875663102,0,0,0,"GO:1990077","primosome complex","Enterobacter cancerogenus","69218"
"6854","GO:1990077_primosome complex|82987",1.15974321326572,0,0,0,0,0,0,0,"GO:1990077","primosome complex","Tatumella ptyseos","82987"
"6855","GO:1990195_macrolide transmembrane transporter complex|138074",16.9078352670844,0,0,0,12.5173312794417,10.7393493528703,0,0,"GO:1990195","macrolide transmembrane transporter complex","Serratia symbiotica","138074"
"6856","GO:1990196_MacAB-TolC complex|138074",0.549352048389024,0,0,0,0.281921875663102,0.0839011668192991,0,0,"GO:1990196","MacAB-TolC complex","Serratia symbiotica","138074"
"6857","GO:1990196_MacAB-TolC complex|1914861",0.0610391164876693,0,0,0,0.0281921875663102,0,0,0,"GO:1990196","MacAB-TolC complex","Enterobacter sp. SA187","1914861"
"6858","GO:1990238_double-stranded DNA endodeoxyribonuclease activity|1914861",0.0610391164876693,0,0,0,0,0,0,0,"GO:1990238","double-stranded DNA endodeoxyribonuclease activity","Enterobacter sp. SA187","1914861"
"6859","GO:1990281_efflux pump complex|138074",0.244156465950677,0,0,0,0.394690625928343,0.503407000915795,0,0,"GO:1990281","efflux pump complex","Serratia symbiotica","138074"
"6860","GO:1990397_queuosine salvage|138074",9.3389848226134,0,0,0,10.0082265860401,9.816436517858,0,0,"GO:1990397","queuosine salvage","Serratia symbiotica","138074"
"6861","GO:1990663_dihydroorotate dehydrogenase (fumarate) activity|138074",0.0610391164876693,0,0,0,0.676612501591445,0.839011668192991,0,0,"GO:1990663","dihydroorotate dehydrogenase (fumarate) activity","Serratia symbiotica","138074"
"6862","GO:1990663_dihydroorotate dehydrogenase (fumarate) activity|33968",0.549352048389024,0,0,0,0.422882813494653,0,0,0,"GO:1990663","dihydroorotate dehydrogenase (fumarate) activity","Leuconostoc pseudomesenteroides","33968"
"6863","GO:1990904_ribonucleoprotein complex|1239307",0.0610391164876693,0,0,0,0.0281921875663102,0,0,0,"GO:1990904","ribonucleoprotein complex","Sodalis praecaptivus","1239307"
"6864","GO:2000143_negative regulation of DNA-templated transcription, initiation|138074",0.0610391164876693,0,0,0,0.0845765626989307,0.167802333638598,0,0,"GO:2000143","negative regulation of DNA-templated transcription, initiation","Serratia symbiotica","138074"
"6865","GO:2000144_positive regulation of DNA-templated transcription, initiation|138074",0.183117349463008,0,0,0,0.0281921875663102,0,0,0,"GO:2000144","positive regulation of DNA-templated transcription, initiation","Serratia symbiotica","138074"
"6866","GO:2000145_regulation of cell motility|47885",0.0610391164876693,0,0,0,0,0,0,0,"GO:2000145","regulation of cell motility","Pseudomonas oryzihabitans","47885"
"6867","GO:2000147_positive regulation of cell motility|138074",0.0610391164876693,0,0,0,0.0563843751326204,0.167802333638598,0,0,"GO:2000147","positive regulation of cell motility","Serratia symbiotica","138074"
"6868","GO:2000186_negative regulation of phosphate transmembrane transport|138074",0.976625863802709,0,0,0,1.12768750265241,1.00681400183159,8.03133806176277,0,"GO:2000186","negative regulation of phosphate transmembrane transport","Serratia symbiotica","138074"
"6869","GO:2001059_D-tagatose 6-phosphate catabolic process|1239307",1.22078232975339,0,0,0,0.338306250795723,0,0,0,"GO:2001059","D-tagatose 6-phosphate catabolic process","Sodalis praecaptivus","1239307"
"6870","GO:2001059_D-tagatose 6-phosphate catabolic process|1914861",0.85454763082737,0,0,0,0.676612501591445,0,0,0,"GO:2001059","D-tagatose 6-phosphate catabolic process","Enterobacter sp. SA187","1914861"
"6871","GO:2001059_D-tagatose 6-phosphate catabolic process|69218",1.5870170286794,0,0,0,0.986726564820858,0,0,0,"GO:2001059","D-tagatose 6-phosphate catabolic process","Enterobacter cancerogenus","69218"
"6872","GO:2001061_D-glycero-D-manno-heptose 7-phosphate biosynthetic process|138074",6.1649507652546,0,0,0,4.48255782304333,2.26533150412108,0,0,"GO:2001061","D-glycero-D-manno-heptose 7-phosphate biosynthetic process","Serratia symbiotica","138074"
"6873","GO:2001061_D-glycero-D-manno-heptose 7-phosphate biosynthetic process|82987",1.03766498029038,0,0,0,0.338306250795723,0,0,0,"GO:2001061","D-glycero-D-manno-heptose 7-phosphate biosynthetic process","Tatumella ptyseos","82987"
"6874","GO:2001295_malonyl-CoA biosynthetic process|1239307",1.64805614516707,0,0,0,1.04311093995348,0,0,0,"GO:2001295","malonyl-CoA biosynthetic process","Sodalis praecaptivus","1239307"
"6875","GO:2001295_malonyl-CoA biosynthetic process|138074",10.9260018512928,0,0,0,9.02150002121927,14.0114948588229,0,0,"GO:2001295","malonyl-CoA biosynthetic process","Serratia symbiotica","138074"
"6876","GO:2001295_malonyl-CoA biosynthetic process|33968",2.74676024194512,0,0,0,1.12768750265241,0,0,0,"GO:2001295","malonyl-CoA biosynthetic process","Leuconostoc pseudomesenteroides","33968"
"6877","GO:0000015_phosphopyruvate hydratase complex|1267021",0,144.678692011328,0,0,0,11.8300645215212,0,0,"GO:0000015","phosphopyruvate hydratase complex","Frischella perrara","1267021"
"6878","GO:0000027_ribosomal large subunit assembly|1267021",0,506.375422039649,0,0,0,18.0387508661493,0,0,"GO:0000027","ribosomal large subunit assembly","Frischella perrara","1267021"
"6879","GO:0000034_adenine deaminase activity|1267021",0,144.678692011328,0,0,0,17.4514426984142,0,0,"GO:0000034","adenine deaminase activity","Frischella perrara","1267021"
"6880","GO:0000034_adenine deaminase activity|152509",0,19.7289125469993,0,0,0,0,0,0,"GO:0000034","adenine deaminase activity","uncultured Bacteroidetes bacterium","152509"
"6881","GO:0000036_ACP phosphopantetheine attachment site binding involved in fatty acid biosynthetic process|1267021",0,138.102387828995,0,0,0,3.35604667277196,0,0,"GO:0000036","ACP phosphopantetheine attachment site binding involved in fatty acid biosynthetic process","Frischella perrara","1267021"
"6882","GO:0000041_transition metal ion transport|180282",0,282.781079840324,0,0,0,0,0,0,"GO:0000041","transition metal ion transport","Delftia tsuruhatensis","180282"
"6883","GO:0000049_tRNA binding|152509",0,420.883467669319,0,0,0,0,0,0,"GO:0000049","tRNA binding","uncultured Bacteroidetes bacterium","152509"
"6884","GO:0000049_tRNA binding|180282",0,138.102387828995,0,0,0,0,0,0,"GO:0000049","tRNA binding","Delftia tsuruhatensis","180282"
"6885","GO:0000103_sulfate assimilation|1267021",0,118.373475281996,0,0,0,17.115838031137,0,0,"GO:0000103","sulfate assimilation","Frischella perrara","1267021"
"6886","GO:0000105_histidine biosynthetic process|1267021",0,585.291072227647,83.8554191423079,29.0552564277206,1.29684062805027,63.3453809485708,0,0,"GO:0000105","histidine biosynthetic process","Frischella perrara","1267021"
"6887","GO:0000107_imidazoleglycerol-phosphate synthase activity|1267021",0,144.678692011328,0,0,1.0994953150861,7.80280851419482,0,0,"GO:0000107","imidazoleglycerol-phosphate synthase activity","Frischella perrara","1267021"
"6888","GO:0000155_phosphorelay sensor kinase activity|1267021",0,710.240851691976,106.725078908392,0,0.0845765626989307,55.0391654334602,116.45440189556,0,"GO:0000155","phosphorelay sensor kinase activity","Frischella perrara","1267021"
"6889","GO:0000155_phosphorelay sensor kinase activity|180282",0,743.122372603641,0,0,0,0,0,0,"GO:0000155","phosphorelay sensor kinase activity","Delftia tsuruhatensis","180282"
"6890","GO:0000156_phosphorelay response regulator activity|1267021",0,13.1526083646662,0,0,0,8.22231434829131,0,0,"GO:0000156","phosphorelay response regulator activity","Frischella perrara","1267021"
"6891","GO:0000156_phosphorelay response regulator activity|152509",0,6.57630418233311,0,0,0,0,0,0,"GO:0000156","phosphorelay response regulator activity","uncultured Bacteroidetes bacterium","152509"
"6892","GO:0000156_phosphorelay response regulator activity|180282",0,111.797171099663,0,0,0,0,0,0,"GO:0000156","phosphorelay response regulator activity","Delftia tsuruhatensis","180282"
"6893","GO:0000160_phosphorelay signal transduction system|1267021",0,302.509992387323,0,0,0.0281921875663102,38.0072285691425,0,0,"GO:0000160","phosphorelay signal transduction system","Frischella perrara","1267021"
"6894","GO:0000160_phosphorelay signal transduction system|152509",0,243.323254746325,0,0,0,0,0,0,"GO:0000160","phosphorelay signal transduction system","uncultured Bacteroidetes bacterium","152509"
