# Gene Family	ETBH_Abundance-RPKs	OTBH_Abundance-RPKs
GO:0008312: [MF] 7S RNA binding|g__Lactobacillus.s__Lactobacillus_kunkeei	19.576	0.0
GO:0008312: [MF] 7S RNA binding|g__Zymomonas.s__Zymomonas_mobilis	8.115	0.0
GO:0008320: [MF] protein transmembrane transporter activity	16.949	0.0
GO:0008320: [MF] protein transmembrane transporter activity|g__Zymomonas.s__Zymomonas_mobilis	16.949	0.0
GO:0008324: [MF] cation transmembrane transporter activity	74.656	0.0
GO:0008324: [MF] cation transmembrane transporter activity|g__Lactobacillus.s__Lactobacillus_kunkeei	49.645	0.0
GO:0008324: [MF] cation transmembrane transporter activity|g__Zymomonas.s__Zymomonas_mobilis	25.011	0.0
GO:0008360: [BP] regulation of cell shape	486.494	0.0
GO:0008360: [BP] regulation of cell shape|g__Acinetobacter.s__Acinetobacter_boissieri	4.211	0.0
GO:0008360: [BP] regulation of cell shape|g__Lactobacillus.s__Lactobacillus_kunkeei	436.145	0.0
GO:0008360: [BP] regulation of cell shape|g__Zymomonas.s__Zymomonas_mobilis	46.138	0.0
GO:0008375: [MF] acetylglucosaminyltransferase activity	34.765	0.0
GO:0008375: [MF] acetylglucosaminyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	34.765	0.0
GO:0008379: [MF] thioredoxin peroxidase activity	10.126	0.0
GO:0008379: [MF] thioredoxin peroxidase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	10.126	0.0
GO:0008381: [MF] mechanically-gated ion channel activity	46.985	0.0
GO:0008381: [MF] mechanically-gated ion channel activity|g__Lactobacillus.s__Lactobacillus_kunkeei	35.707	0.0
GO:0008381: [MF] mechanically-gated ion channel activity|g__Zymomonas.s__Zymomonas_mobilis	11.277	0.0
GO:0008408: [MF] 3'-5' exonuclease activity	179.392	0.0
GO:0008408: [MF] 3'-5' exonuclease activity|g__Lactobacillus.s__Lactobacillus_kunkeei	157.039	0.0
GO:0008408: [MF] 3'-5' exonuclease activity|g__Zymomonas.s__Zymomonas_mobilis	22.353	0.0
GO:0008409: [MF] 5'-3' exonuclease activity	66.089	0.0
GO:0008409: [MF] 5'-3' exonuclease activity|g__Lactobacillus.s__Lactobacillus_kunkeei	60.311	0.0
GO:0008409: [MF] 5'-3' exonuclease activity|g__Zymomonas.s__Zymomonas_mobilis	5.778	0.0
GO:0008425: [MF] 2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity	11.065	0.0
GO:0008425: [MF] 2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity|g__Zymomonas.s__Zymomonas_mobilis	11.065	0.0
GO:0008444: [MF] CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity	20.952	0.0
GO:0008444: [MF] CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	20.952	0.0
GO:0008446: [MF] GDP-mannose 4,6-dehydratase activity	5.126	0.0
GO:0008446: [MF] GDP-mannose 4,6-dehydratase activity|g__Zymomonas.s__Zymomonas_mobilis	5.126	0.0
GO:0008448: [MF] N-acetylglucosamine-6-phosphate deacetylase activity	7.4	0.0
GO:0008448: [MF] N-acetylglucosamine-6-phosphate deacetylase activity|g__Zymomonas.s__Zymomonas_mobilis	7.4	0.0
GO:0008465: [MF] glycerate dehydrogenase activity	5.583	0.0
GO:0008465: [MF] glycerate dehydrogenase activity|g__Zymomonas.s__Zymomonas_mobilis	5.583	0.0
GO:0008479: [MF] queuine tRNA-ribosyltransferase activity	4.991	0.0
GO:0008479: [MF] queuine tRNA-ribosyltransferase activity|g__Zymomonas.s__Zymomonas_mobilis	4.991	0.0
GO:0008483: [MF] transaminase activity	178.885	0.0
GO:0008483: [MF] transaminase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	144.712	0.0
GO:0008483: [MF] transaminase activity|g__Zymomonas.s__Zymomonas_mobilis	34.173	0.0
GO:0008484: [MF] sulfuric ester hydrolase activity	50.552	0.0
GO:0008484: [MF] sulfuric ester hydrolase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	43.538	0.0
GO:0008484: [MF] sulfuric ester hydrolase activity|g__Zymomonas.s__Zymomonas_mobilis	7.014	0.0
GO:0008509: [MF] anion transmembrane transporter activity	9.761	0.0
GO:0008509: [MF] anion transmembrane transporter activity|g__Acetobacter.s__Acetobacter_orientalis	9.761	0.0
GO:0008519: [MF] ammonium transmembrane transporter activity	27.259	0.0
GO:0008519: [MF] ammonium transmembrane transporter activity|g__Lactobacillus.s__Lactobacillus_kunkeei	22.021	0.0
GO:0008519: [MF] ammonium transmembrane transporter activity|g__Zymomonas.s__Zymomonas_mobilis	5.238	0.0
GO:0008531: [MF] riboflavin kinase activity	25.458	0.0
GO:0008531: [MF] riboflavin kinase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	25.458	0.0
GO:0008534: [MF] oxidized purine nucleobase lesion DNA N-glycosylase activity	46.873	0.0
GO:0008534: [MF] oxidized purine nucleobase lesion DNA N-glycosylase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	38.63	0.0
GO:0008534: [MF] oxidized purine nucleobase lesion DNA N-glycosylase activity|g__Zymomonas.s__Zymomonas_mobilis	8.243	0.0
GO:0008610: [BP] lipid biosynthetic process	30.196	0.0
GO:0008610: [BP] lipid biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	25.448	0.0
GO:0008610: [BP] lipid biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	4.749	0.0
GO:0008612: [BP] peptidyl-lysine modification to peptidyl-hypusine	5.881	0.0
GO:0008612: [BP] peptidyl-lysine modification to peptidyl-hypusine|g__Zymomonas.s__Zymomonas_mobilis	5.881	0.0
GO:0008615: [BP] pyridoxine biosynthetic process	5.381	0.0
GO:0008615: [BP] pyridoxine biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	5.381	0.0
GO:0008616: [BP] queuosine biosynthetic process	20.827	0.0
GO:0008616: [BP] queuosine biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	20.827	0.0
GO:0008641: [MF] small protein activating enzyme activity	7.205	0.0
GO:0008641: [MF] small protein activating enzyme activity|g__Zymomonas.s__Zymomonas_mobilis	7.205	0.0
GO:0008643: [BP] carbohydrate transport	13.003	0.0
GO:0008643: [BP] carbohydrate transport|g__Zymomonas.s__Zymomonas_mobilis	13.003	0.0
GO:0008649: [MF] rRNA methyltransferase activity	32.497	0.0
GO:0008649: [MF] rRNA methyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	32.497	0.0
GO:0008650: [MF] rRNA (uridine-2'-O-)-methyltransferase activity	6.437	0.0
GO:0008650: [MF] rRNA (uridine-2'-O-)-methyltransferase activity|g__Zymomonas.s__Zymomonas_mobilis	6.437	0.0
GO:0008654: [BP] phospholipid biosynthetic process	166.579	0.0
GO:0008654: [BP] phospholipid biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	138.935	0.0
GO:0008654: [BP] phospholipid biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	27.644	0.0
GO:0008658: [MF] penicillin binding	111.689	0.0
GO:0008658: [MF] penicillin binding|g__Lactobacillus.s__Lactobacillus_kunkeei	94.714	0.0
GO:0008658: [MF] penicillin binding|g__Zymomonas.s__Zymomonas_mobilis	16.975	0.0
GO:0008659: [MF] (3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity	65.384	0.0
GO:0008659: [MF] (3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity|g__Acetobacter.s__Acetobacter_orientalis	9.132	0.0
GO:0008659: [MF] (3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	45.267	0.0
GO:0008659: [MF] (3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity|g__Zymomonas.s__Zymomonas_mobilis	10.984	0.0
GO:0008666: [MF] 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase activity	4.899	0.0
GO:0008666: [MF] 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase activity|g__Zymomonas.s__Zymomonas_mobilis	4.899	0.0
GO:0008675: [MF] 2-dehydro-3-deoxy-phosphogluconate aldolase activity	11.46	0.0
GO:0008675: [MF] 2-dehydro-3-deoxy-phosphogluconate aldolase activity|g__Zymomonas.s__Zymomonas_mobilis	11.46	0.0
GO:0008676: [MF] 3-deoxy-8-phosphooctulonate synthase activity	5.691	0.0
GO:0008676: [MF] 3-deoxy-8-phosphooctulonate synthase activity|g__Zymomonas.s__Zymomonas_mobilis	5.691	0.0
GO:0008685: [MF] 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity	12.385	0.0
GO:0008685: [MF] 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity|g__Zymomonas.s__Zymomonas_mobilis	12.385	0.0
GO:0008689: [MF] 3-demethylubiquinone-9 3-O-methyltransferase activity	11.065	0.0
GO:0008689: [MF] 3-demethylubiquinone-9 3-O-methyltransferase activity|g__Zymomonas.s__Zymomonas_mobilis	11.065	0.0
GO:0008690: [MF] 3-deoxy-manno-octulosonate cytidylyltransferase activity	6.541	0.0
GO:0008690: [MF] 3-deoxy-manno-octulosonate cytidylyltransferase activity|g__Zymomonas.s__Zymomonas_mobilis	6.541	0.0
GO:0008700: [MF] 4-hydroxy-2-oxoglutarate aldolase activity	11.46	0.0
GO:0008700: [MF] 4-hydroxy-2-oxoglutarate aldolase activity|g__Zymomonas.s__Zymomonas_mobilis	11.46	0.0
GO:0008703: [MF] 5-amino-6-(5-phosphoribosylamino)uracil reductase activity	5.099	0.0
GO:0008703: [MF] 5-amino-6-(5-phosphoribosylamino)uracil reductase activity|g__Zymomonas.s__Zymomonas_mobilis	5.099	0.0
GO:0008705: [MF] methionine synthase activity	5.385	0.0
GO:0008705: [MF] methionine synthase activity|g__Zymomonas.s__Zymomonas_mobilis	5.385	0.0
GO:0008710: [MF] 8-amino-7-oxononanoate synthase activity	15.87	0.0
GO:0008710: [MF] 8-amino-7-oxononanoate synthase activity|g__Zymomonas.s__Zymomonas_mobilis	15.87	0.0
GO:0008716: [MF] D-alanine-D-alanine ligase activity	30.817	0.0
GO:0008716: [MF] D-alanine-D-alanine ligase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	30.817	0.0
GO:0008725: [MF] DNA-3-methyladenine glycosylase activity	81.827	0.0
GO:0008725: [MF] DNA-3-methyladenine glycosylase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	81.827	0.0
GO:0008728: [MF] GTP diphosphokinase activity	4.121	0.0
GO:0008728: [MF] GTP diphosphokinase activity|g__Zymomonas.s__Zymomonas_mobilis	4.121	0.0
GO:0008734: [MF] L-aspartate oxidase activity	5.671	0.0
GO:0008734: [MF] L-aspartate oxidase activity|g__Zymomonas.s__Zymomonas_mobilis	5.671	0.0
GO:0008745: [MF] N-acetylmuramoyl-L-alanine amidase activity	32.329	0.0
GO:0008745: [MF] N-acetylmuramoyl-L-alanine amidase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	27.104	0.0
GO:0008745: [MF] N-acetylmuramoyl-L-alanine amidase activity|g__Zymomonas.s__Zymomonas_mobilis	5.225	0.0
GO:0008757: [MF] S-adenosylmethionine-dependent methyltransferase activity	40.748	0.0
GO:0008757: [MF] S-adenosylmethionine-dependent methyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	40.748	0.0
GO:0008760: [MF] UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity	27.294	0.0
GO:0008760: [MF] UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	27.294	0.0
GO:0008761: [MF] UDP-N-acetylglucosamine 2-epimerase activity	26.943	0.0
GO:0008761: [MF] UDP-N-acetylglucosamine 2-epimerase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	26.943	0.0
GO:0008762: [MF] UDP-N-acetylmuramate dehydrogenase activity	31.467	0.0
GO:0008762: [MF] UDP-N-acetylmuramate dehydrogenase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	20.519	0.0
GO:0008762: [MF] UDP-N-acetylmuramate dehydrogenase activity|g__Zymomonas.s__Zymomonas_mobilis	10.948	0.0
GO:0008763: [MF] UDP-N-acetylmuramate-L-alanine ligase activity	24.102	0.0
GO:0008763: [MF] UDP-N-acetylmuramate-L-alanine ligase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	24.102	0.0
GO:0008764: [MF] UDP-N-acetylmuramoylalanine-D-glutamate ligase activity	33.291	0.0
GO:0008764: [MF] UDP-N-acetylmuramoylalanine-D-glutamate ligase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	27.123	0.0
GO:0008764: [MF] UDP-N-acetylmuramoylalanine-D-glutamate ligase activity|g__Zymomonas.s__Zymomonas_mobilis	6.167	0.0
GO:0008773: [MF] [protein-PII] uridylyltransferase activity	5.389	0.0
GO:0008773: [MF] [protein-PII] uridylyltransferase activity|g__Zymomonas.s__Zymomonas_mobilis	5.389	0.0
GO:0008776: [MF] acetate kinase activity	25.88	0.0
GO:0008776: [MF] acetate kinase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	25.88	0.0
GO:0008782: [MF] adenosylhomocysteine nucleosidase activity	24.65	0.0
GO:0008782: [MF] adenosylhomocysteine nucleosidase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	24.65	0.0
GO:0008784: [MF] alanine racemase activity	44.954	0.0
GO:0008784: [MF] alanine racemase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	28.116	0.0
GO:0008784: [MF] alanine racemase activity|g__Zymomonas.s__Zymomonas_mobilis	16.838	0.0
GO:0008791: [MF] arginine N-succinyltransferase activity	8.38	0.0
GO:0008791: [MF] arginine N-succinyltransferase activity|g__Zymomonas.s__Zymomonas_mobilis	8.38	0.0
GO:0008795: [MF] NAD+ synthase activity	25.724	0.0
GO:0008795: [MF] NAD+ synthase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	25.724	0.0
GO:0008801: [MF] beta-phosphoglucomutase activity	34.156	0.0
GO:0008801: [MF] beta-phosphoglucomutase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	34.156	0.0
GO:0008808: [MF] cardiolipin synthase activity	17.339	0.0
GO:0008808: [MF] cardiolipin synthase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	17.339	0.0
GO:0008811: [MF] chloramphenicol O-acetyltransferase activity	6.916	0.0
GO:0008811: [MF] chloramphenicol O-acetyltransferase activity|g__Zymomonas.s__Zymomonas_mobilis	6.916	0.0
GO:0008821: [MF] crossover junction endodeoxyribonuclease activity	26.534	0.0
GO:0008821: [MF] crossover junction endodeoxyribonuclease activity|g__Lactobacillus.s__Lactobacillus_kunkeei	26.534	0.0
GO:0008825: [MF] cyclopropane-fatty-acyl-phospholipid synthase activity	4.749	0.0
GO:0008825: [MF] cyclopropane-fatty-acyl-phospholipid synthase activity|g__Zymomonas.s__Zymomonas_mobilis	4.749	0.0
GO:0008827: [MF] cytochrome o ubiquinol oxidase activity	5.291	0.0
GO:0008827: [MF] cytochrome o ubiquinol oxidase activity|g__Acetobacter.s__Acetobacter_orientalis	5.291	0.0
GO:0008829: [MF] dCTP deaminase activity	21.79	0.0
GO:0008829: [MF] dCTP deaminase activity|g__Acetobacter.s__Acetobacter_orientalis	5.475	0.0
GO:0008829: [MF] dCTP deaminase activity|g__Acinetobacter.s__Acinetobacter_boissieri	4.841	0.0
GO:0008829: [MF] dCTP deaminase activity|g__Zymomonas.s__Zymomonas_mobilis	11.474	0.0
GO:0008832: [MF] dGTPase activity	8.662	0.0
GO:0008832: [MF] dGTPase activity|g__Zymomonas.s__Zymomonas_mobilis	8.662	0.0
GO:0008833: [MF] deoxyribonuclease IV (phage-T4-induced) activity	29.34	0.0
GO:0008833: [MF] deoxyribonuclease IV (phage-T4-induced) activity|g__Lactobacillus.s__Lactobacillus_kunkeei	29.34	0.0
GO:0008835: [MF] diaminohydroxyphosphoribosylaminopyrimidine deaminase activity	5.099	0.0
GO:0008835: [MF] diaminohydroxyphosphoribosylaminopyrimidine deaminase activity|g__Zymomonas.s__Zymomonas_mobilis	5.099	0.0
GO:0008836: [MF] diaminopimelate decarboxylase activity	30.944	0.0
GO:0008836: [MF] diaminopimelate decarboxylase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	22.51	0.0
GO:0008836: [MF] diaminopimelate decarboxylase activity|g__Zymomonas.s__Zymomonas_mobilis	8.435	0.0
GO:0008837: [MF] diaminopimelate epimerase activity	21.153	0.0
GO:0008837: [MF] diaminopimelate epimerase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	12.924	0.0
GO:0008837: [MF] diaminopimelate epimerase activity|g__Zymomonas.s__Zymomonas_mobilis	8.229	0.0
GO:0008839: [MF] 4-hydroxy-tetrahydrodipicolinate reductase	19.776	0.0
GO:0008839: [MF] 4-hydroxy-tetrahydrodipicolinate reductase|g__Lactobacillus.s__Lactobacillus_kunkeei	19.776	0.0
GO:0008840: [MF] 4-hydroxy-tetrahydrodipicolinate synthase	29.216	0.0
GO:0008840: [MF] 4-hydroxy-tetrahydrodipicolinate synthase|g__Lactobacillus.s__Lactobacillus_kunkeei	29.216	0.0
GO:0008853: [MF] exodeoxyribonuclease III activity	4.939	0.0
GO:0008853: [MF] exodeoxyribonuclease III activity|g__Zymomonas.s__Zymomonas_mobilis	4.939	0.0
GO:0008855: [MF] exodeoxyribonuclease VII activity	255.874	0.0
GO:0008855: [MF] exodeoxyribonuclease VII activity|g__Lactobacillus.s__Lactobacillus_kunkeei	223.334	0.0
GO:0008855: [MF] exodeoxyribonuclease VII activity|g__Zymomonas.s__Zymomonas_mobilis	32.54	0.0
GO:0008859: [MF] exoribonuclease II activity	32.533	0.0
GO:0008859: [MF] exoribonuclease II activity|g__Lactobacillus.s__Lactobacillus_kunkeei	26.305	0.0
GO:0008859: [MF] exoribonuclease II activity|g__Zymomonas.s__Zymomonas_mobilis	6.228	0.0
GO:0008861: [MF] formate C-acetyltransferase activity	8.02	0.0
GO:0008861: [MF] formate C-acetyltransferase activity|g__Zymomonas.s__Zymomonas_mobilis	8.02	0.0
GO:0008881: [MF] glutamate racemase activity	35.992	0.0
GO:0008881: [MF] glutamate racemase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	35.992	0.0
GO:0008889: [MF] glycerophosphodiester phosphodiesterase activity	38.31	0.0
GO:0008889: [MF] glycerophosphodiester phosphodiesterase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	31.895	0.0
GO:0008889: [MF] glycerophosphodiester phosphodiesterase activity|g__Zymomonas.s__Zymomonas_mobilis	6.415	0.0
GO:0008892: [MF] guanine deaminase activity	5.446	0.0
GO:0008892: [MF] guanine deaminase activity|g__Zymomonas.s__Zymomonas_mobilis	5.446	0.0
GO:0008897: [MF] holo-[acyl-carrier-protein] synthase activity	33.169	0.0
GO:0008897: [MF] holo-[acyl-carrier-protein] synthase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	23.093	0.0
GO:0008897: [MF] holo-[acyl-carrier-protein] synthase activity|g__Zymomonas.s__Zymomonas_mobilis	10.076	0.0
GO:0008899: [MF] homoserine O-succinyltransferase activity	33.98	0.0
GO:0008899: [MF] homoserine O-succinyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	33.98	0.0
GO:0008902: [MF] hydroxymethylpyrimidine kinase activity	7.321	0.0
GO:0008902: [MF] hydroxymethylpyrimidine kinase activity|g__Zymomonas.s__Zymomonas_mobilis	7.321	0.0
GO:0008906: [MF] inosine kinase activity	7.391	0.0
GO:0008906: [MF] inosine kinase activity|g__Zymomonas.s__Zymomonas_mobilis	7.391	0.0
GO:0008925: [MF] maltose O-acetyltransferase activity	7.634	0.0
GO:0008925: [MF] maltose O-acetyltransferase activity|g__Zymomonas.s__Zymomonas_mobilis	7.634	0.0
GO:0008928: [MF] mannose-1-phosphate guanylyltransferase (GDP) activity	4.987	0.0
GO:0008928: [MF] mannose-1-phosphate guanylyltransferase (GDP) activity|g__Zymomonas.s__Zymomonas_mobilis	4.987	0.0
GO:0008930: [MF] methylthioadenosine nucleosidase activity	24.65	0.0
GO:0008930: [MF] methylthioadenosine nucleosidase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	24.65	0.0
GO:0008932: [MF] lytic endotransglycosylase activity	34.56	0.0
GO:0008932: [MF] lytic endotransglycosylase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	30.727	0.0
GO:0008932: [MF] lytic endotransglycosylase activity|g__Zymomonas.s__Zymomonas_mobilis	3.833	0.0
GO:0008934: [MF] inositol monophosphate 1-phosphatase activity	4.966	0.0
GO:0008934: [MF] inositol monophosphate 1-phosphatase activity|g__Zymomonas.s__Zymomonas_mobilis	4.966	0.0
GO:0008948: [MF] oxaloacetate decarboxylase activity	4.017	0.0
GO:0008948: [MF] oxaloacetate decarboxylase activity|g__Zymomonas.s__Zymomonas_mobilis	4.017	0.0
GO:0008955: [MF] peptidoglycan glycosyltransferase activity	18.429	0.0
GO:0008955: [MF] peptidoglycan glycosyltransferase activity|g__Zymomonas.s__Zymomonas_mobilis	18.429	0.0
GO:0008961: [MF] phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity	50.338	0.0
GO:0008961: [MF] phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	39.948	0.0
GO:0008961: [MF] phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity|g__Zymomonas.s__Zymomonas_mobilis	10.39	0.0
GO:0008963: [MF] phospho-N-acetylmuramoyl-pentapeptide-transferase activity	48.238	0.0
GO:0008963: [MF] phospho-N-acetylmuramoyl-pentapeptide-transferase activity|g__Acinetobacter.s__Acinetobacter_boissieri	4.211	0.0
GO:0008963: [MF] phospho-N-acetylmuramoyl-pentapeptide-transferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	44.027	0.0
GO:0008964: [MF] phosphoenolpyruvate carboxylase activity	33.823	0.0
GO:0008964: [MF] phosphoenolpyruvate carboxylase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	26.579	0.0
GO:0008964: [MF] phosphoenolpyruvate carboxylase activity|g__Zymomonas.s__Zymomonas_mobilis	7.244	0.0
GO:0008966: [MF] phosphoglucosamine mutase activity	32.011	0.0
GO:0008966: [MF] phosphoglucosamine mutase activity|g__Acetobacter.s__Acetobacter_orientalis	5.165	0.0
GO:0008966: [MF] phosphoglucosamine mutase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	26.846	0.0
GO:0008967: [MF] phosphoglycolate phosphatase activity	3.81	0.0
GO:0008967: [MF] phosphoglycolate phosphatase activity|g__Zymomonas.s__Zymomonas_mobilis	3.81	0.0
GO:0008972: [MF] phosphomethylpyrimidine kinase activity	48.607	0.0
GO:0008972: [MF] phosphomethylpyrimidine kinase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	41.286	0.0
GO:0008972: [MF] phosphomethylpyrimidine kinase activity|g__Zymomonas.s__Zymomonas_mobilis	7.321	0.0
GO:0008973: [MF] phosphopentomutase activity	20.866	0.0
GO:0008973: [MF] phosphopentomutase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	20.866	0.0
GO:0008976: [MF] polyphosphate kinase activity	30.228	0.0
GO:0008976: [MF] polyphosphate kinase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	21.066	0.0
GO:0008976: [MF] polyphosphate kinase activity|g__Zymomonas.s__Zymomonas_mobilis	9.162	0.0
GO:0008977: [MF] prephenate dehydrogenase activity	5.623	0.0
GO:0008977: [MF] prephenate dehydrogenase activity|g__Zymomonas.s__Zymomonas_mobilis	5.623	0.0
GO:0008982: [MF] protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	42.925	0.0
GO:0008982: [MF] protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	42.925	0.0
GO:0008984: [MF] protein-glutamate methylesterase activity	6.081	0.0
GO:0008984: [MF] protein-glutamate methylesterase activity|g__Zymomonas.s__Zymomonas_mobilis	6.081	0.0
GO:0008987: [MF] quinolinate synthetase A activity	5.076	0.0
GO:0008987: [MF] quinolinate synthetase A activity|g__Zymomonas.s__Zymomonas_mobilis	5.076	0.0
GO:0008995: [MF] ribonuclease E activity	5.505	0.0
GO:0008995: [MF] ribonuclease E activity|g__Zymomonas.s__Zymomonas_mobilis	5.505	0.0
GO:0008998: [MF] ribonucleoside-triphosphate reductase activity	41.458	0.0
GO:0008998: [MF] ribonucleoside-triphosphate reductase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	34.311	0.0
GO:0008998: [MF] ribonucleoside-triphosphate reductase activity|g__Zymomonas.s__Zymomonas_mobilis	7.147	0.0
GO:0009002: [MF] serine-type D-Ala-D-Ala carboxypeptidase activity	52.839	0.0
GO:0009002: [MF] serine-type D-Ala-D-Ala carboxypeptidase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	41.266	0.0
GO:0009002: [MF] serine-type D-Ala-D-Ala carboxypeptidase activity|g__Zymomonas.s__Zymomonas_mobilis	11.572	0.0
GO:0009007: [MF] site-specific DNA-methyltransferase (adenine-specific) activity	3.54	0.0
GO:0009007: [MF] site-specific DNA-methyltransferase (adenine-specific) activity|g__Lactobacillus.s__Lactobacillus_kunkeei	3.54	0.0
GO:0009013: [MF] succinate-semialdehyde dehydrogenase [NAD(P)+] activity	8.572	0.0
GO:0009013: [MF] succinate-semialdehyde dehydrogenase [NAD(P)+] activity|g__Zymomonas.s__Zymomonas_mobilis	8.572	0.0
GO:0009014: [MF] succinyl-diaminopimelate desuccinylase activity	8.529	0.0
GO:0009014: [MF] succinyl-diaminopimelate desuccinylase activity|g__Zymomonas.s__Zymomonas_mobilis	8.529	0.0
GO:0009015: [MF] N-succinylarginine dihydrolase activity	7.357	0.0
GO:0009015: [MF] N-succinylarginine dihydrolase activity|g__Zymomonas.s__Zymomonas_mobilis	7.357	0.0
GO:0009022: [MF] tRNA nucleotidyltransferase activity	7.562	0.0
GO:0009022: [MF] tRNA nucleotidyltransferase activity|g__Acinetobacter.s__Acinetobacter_boissieri	7.562	0.0
GO:0009030: [MF] thiamine-phosphate kinase activity	5.258	0.0
GO:0009030: [MF] thiamine-phosphate kinase activity|g__Zymomonas.s__Zymomonas_mobilis	5.258	0.0
GO:0009035: [MF] Type I site-specific deoxyribonuclease activity	7.704	0.0
GO:0009035: [MF] Type I site-specific deoxyribonuclease activity|g__Zymomonas.s__Zymomonas_mobilis	7.704	0.0
GO:0009037: [MF] tyrosine-based site-specific recombinase activity	65.862	0.0
GO:0009037: [MF] tyrosine-based site-specific recombinase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	65.862	0.0
GO:0009052: [BP] pentose-phosphate shunt, non-oxidative branch	27.531	0.0
GO:0009052: [BP] pentose-phosphate shunt, non-oxidative branch|g__Lactobacillus.s__Lactobacillus_kunkeei	27.531	0.0
GO:0009055: [MF] electron carrier activity	358.648	0.0
GO:0009055: [MF] electron carrier activity|g__Acetobacter.s__Acetobacter_orientalis	3.84	0.0
GO:0009055: [MF] electron carrier activity|g__Lactobacillus.s__Lactobacillus_kunkeei	282.089	0.0
GO:0009055: [MF] electron carrier activity|g__Zymomonas.s__Zymomonas_mobilis	72.72	0.0
GO:0009058: [BP] biosynthetic process	254.702	0.0
GO:0009058: [BP] biosynthetic process|g__Acetobacter.s__Acetobacter_orientalis	3.637	0.0
GO:0009058: [BP] biosynthetic process|g__Acinetobacter.s__Acinetobacter_boissieri	3.824	0.0
