"GO_description"	"Enterobacter sp. SA187 - Mean SM/DSM"	"Klebsiella oxytoca - Mean SM/DSM"	"Leuconostoc pseudomesenteroides - Mean SM/DSM"	"Sodalis glossinidius - Mean SM/DSM"	"Sodalis praecaptivus - Mean SM/DSM"	"Enterobacter sp. SA187 - SD SM/DSM"	"Klebsiella oxytoca - SD SM/DSM"	"Leuconostoc pseudomesenteroides - SD SM/DSM"	"Sodalis glossinidius - SD SM/DSM"	"Sodalis praecaptivus - SD SM/DSM"	"term"	"df"	"sumsq"	"meansq"	"statistic"	"p.value"	"significance"
"933"	"histidine catabolic process to glutamate and formate"	0	0.274676024194512	0	0	0	0	0.388450558674599	0	0	0	"Species"	4	0.120715069227687	0.0301787673069216	1	0.485657196759213	"not sign."
"934"	"histidine phosphotransfer kinase activity"	0.0281921875663102	0	0	0	0.0281921875663102	0.039869774009242	0	0	0	0.039869774009242	"Species"	4	0.00190751865545764	0.00047687966386441	0.75	0.598331344392211	"not sign."
"935"	"histidine-tRNA ligase activity"	0.267825781879947	0	0	0	0	0.378762853087799	0	0	0	0	"Species"	4	0.114769039103368	0.028692259775842	0.999999999999999	0.485657196759214	"not sign."
"936"	"histidinol dehydrogenase activity"	0	0	0.352402344578878	0	1.49418594101444	0	0	0.498372175115526	0	2.11309802248983	"Species"	4	3.34960275898361	0.837400689745902	0.88828935165669	0.532635996600933	"not sign."
"937"	"histidinol-phosphatase activity"	0.54974765754305	0	0.169153125397862	0	2.42114580228109	0.777460593180221	0	0.239218644055453	0	0.633133049421655	"Species"	4	8.44160750247281	2.1104018756182	9.93104130781763	0.0134584152744941	"not sign."
"938"	"histidinol-phosphate transaminase activity"	0.0281921875663102	0	0.64091072312053	0	1.06844827797023	0.039869774009242	0	0.906384636907401	0	0.474399921159381	"Species"	4	1.89865250101496	0.474663125253741	2.26422958660999	0.197000055654272	"not sign."
"939"	"histidyl-tRNA aminoacylation"	0.155057031614706	0	0	0	0	0.219283757050831	0	0	0	0	"Species"	4	0.0384682928850623	0.00961707322126557	0.999999999999999	0.485657196759214	"not sign."
"940"	"Holliday junction helicase complex"	0.67143028136436	0	0.993181197981397	0	0	0.949545810093461	0	0.926133031968344	0	0	"Species"	4	1.7660824786457	0.441520619661426	1.25477648239888	0.396273438482598	"not sign."
"941"	"holo-[acyl-carrier-protein] synthase activity"	0.253729688096792	0	0	0	0.0305195582438346	0.358827966083179	0	0	0	0.0431611731860666	"Species"	4	0.0983013424961028	0.0245753356240257	0.940715858897789	0.509940273209615	"not sign."
"942"	"homoserine biosynthetic process"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"943"	"homoserine dehydrogenase activity"	1.29644501889624	0	0.66251640780829	0	0	0.279647893895713	0	0.936939689217188	0	0	"Species"	4	2.70438340674567	0.676095851686416	3.53584822780275	0.0992590832107614	"not sign."
"944"	"homoserine kinase activity"	0	0	0.746565491635185	0	0	0	0	1.01593326946097	0	0	"Species"	4	0.891776053280776	0.222944013320194	1.08002909153163	0.455079326548044	"not sign."
"945"	"homoserine O-acetyltransferase activity"	0	0	0.439042538519316	0	0	0	0	0.501290590405002	0	0	"Species"	4	0.308413361007176	0.0771033402517939	1.53413681484518	0.321130699881378	"not sign."
"946"	"homoserine O-succinyltransferase activity"	0	0	0.500081655006985	0	0	0	0	0.587612936777135	0	0	"Species"	4	0.40013065867924	0.10003266466981	1.44853550581445	0.342006998119733	"not sign."
"947"	"host cell membrane"	0	0	0	0	0.119750862297814	0	0	0	0	0.0896137455489577	"Species"	4	0.0229444304337121	0.00573610760842802	3.57139622226135	0.0976043723681421	"not sign."
"948"	"HslUV protease complex"	0.338306250795723	0	0	0	0	0.478437288110904	0	0	0	0	"Species"	4	0.183121790923933	0.0457804477309833	0.999999999999999	0.485657196759214	"not sign."
"949"	"hyaluronan synthase activity"	0.0281921875663102	0	0	0	0	0.039869774009242	0	0	0	0	"Species"	4	0.00127167910363842	0.000317919775909606	0.999999999999998	0.485657196759214	"not sign."
"950"	"hydro-lyase activity"	0	0	1.138928746886	0	0.549352048389025	0	0	0.374725486136276	0	0.7769011173492	"Species"	4	2.05777590962729	0.514443977406822	3.45731018472634	0.103055337766618	"not sign."
"951"	"hydrogen ion transmembrane transport"	0.0140960937831551	0	0.0305195582438346	0	0	0.019934887004621	0	0.0431611731860666	0	0	"Species"	4	0.00146406402836727	0.000366016007091816	0.809667253259575	0.568923058161825	"not sign."
"952"	"hydrogen sulfide biosynthetic process"	0.422882813494654	0	0	0	0.298345340123782	0.598046610138631	0	0	0	0.335601679901733	"Species"	4	0.327611612016714	0.0819029030041786	0.870773462210943	0.540482786645555	"not sign."
"953"	"hydrogenase (acceptor) activity"	0.535651563759895	0	0	0	0	0.7575257061756	0	0	0	0	"Species"	4	0.459076156413473	0.114769039103368	0.999999999999999	0.485657196759214	"not sign."
"954"	"hydrolase activity"	14.1728044470201	0.835796795689165	17.5145873471253	0.091558674731504	13.7709998393413	1.62353667356781	1.06238584182387	2.16320510243263	0.1294835195582	2.4507412382877	"Species"	4	535.298049611532	133.824512402883	46.2519978827422	0.000385764809479653	"significant"
"955"	"hydrolase activity, acting on acid anhydrides"	0.169153125397862	0	0.324078287294559	0	2.88126654661614	0.239218644055453	0	0.0596181690701894	0	1.36358159440796	"Species"	4	12.3157782666028	3.07894456665069	8.01752253697722	0.0211318618582757	"not sign."
"956"	"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"	0.887658299184747	0	0	0	0	0.298463829238295	0	0	0	0	"Species"	4	1.26069960977849	0.315174902444623	17.6904230263044	0.00373162377858352	"significant"
"957"	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"	1.34286056272872	0.91624609590508	0.10100002715961	0	0	1.89909162018693	1.29576765530036	0.0565132618370385	0	0	"Species"	4	3.07792338202859	0.769480845507148	0.727468582309546	0.609864964481707	"not sign."
"958"	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"959"	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines"	0	0	0	0	0.713850432431836	0	0	0	0	0.371620578903128	"Species"	4	0.815331903812992	0.203832975953248	7.37980588489321	0.0250558535535581	"not sign."
"960"	"hydrolase activity, acting on ester bonds"	0.211441406747327	0	0.767907436886932	0	0.0140960937831551	0.299023305069315	0	0.208850083689335	0	0.019934887004621	"Species"	4	0.874402862474863	0.218600715618716	8.19154531904412	0.0202111844518374	"not sign."
"961"	"hydrolase activity, acting on glycosyl bonds"	0.758729823894843	0	0.208982166351794	0	0.0869039333764551	0.641394275268372	0	0.136066317911848	0	0.0365783748324176	"Species"	4	0.80890767177002	0.202226917942505	2.34472170072081	0.18757639901986	"not sign."
"962"	"hydrolase activity, hydrolyzing N-glycosyl compounds"	0.0845765626989305	0	0.413309591348539	0	0.0140960937831551	0.119609322027726	0	0.10607074143308	0	0.019934887004621	"Species"	4	0.251503097399731	0.0628757743499329	12.1125560891294	0.00874149374817598	"not sign."
"963"	"hydrolase activity, hydrolyzing O-glycosyl compounds"	7.66449708046075	0.0728078395933	4.64780114114756	0	7.20292576922763	5.22828320576794	0.0166434878277965	0.444096816602576	0	0.259405478813055	"Species"	4	110.991626729144	27.7479066822859	5.02684286812968	0.0531315612526168	"not sign."
"964"	"hydroperoxide reductase activity"	0	0	0	0	0.0140960937831551	0	0	0	0	0.019934887004621	"Species"	4	0.000317919775909606	7.94799439774016e-05	1	0.485657196759213	"not sign."
"965"	"hydroxyacylglutathione hydrolase activity"	0.0305195582438346	0	0	0	0	0.0431611731860666	0	0	0	0	"Species"	4	0.00149030949663811	0.000372577374159527	1	0.485657196759213	"not sign."
"966"	"hydroxyethylthiazole kinase activity"	0	0	0.122078232975338	0	0.0140960937831551	0	0	0.172644692744266	0	0.019934887004621	"Species"	4	0.0227862107453974	0.00569655268634936	0.943025771416832	0.508967071772743	"not sign."
"967"	"hydroxyisourate hydrolase activity"	0.310114063229412	0	0	0	0	0.438567514101663	0	0	0	0	"Species"	4	0.153873171540249	0.0384682928850624	0.999999999999999	0.485657196759214	"not sign."
"968"	"hydroxymethylglutaryl-CoA reductase (NADPH) activity"	0.535651563759895	0	0.324210157012568	0	0	0.7575257061756	0	0.458502401106284	0	0	"Species"	4	0.488324775797157	0.122081193949289	0.778509883426254	0.584075086558253	"not sign."
"969"	"hydroxymethylglutaryl-CoA reductase activity"	0	0	0.239633594313637	0	0	0	0	0.338893079078558	0	0	"Species"	4	0.0918788152378764	0.0229697038094691	1	0.485657196759214	"not sign."
"970"	"hydroxymethylglutaryl-CoA synthase activity"	0	0	0.828814683656591	0	0	0	0	0.813293000237939	0	0	"Species"	4	1.09909404775164	0.27477351193791	2.07706840683175	0.221556904304696	"not sign."
"971"	"hydroxymethylpyrimidine kinase activity"	0	0	0.0446156520269897	0	0.140960937831551	0	0	0.0232262861814455	0	0.19934887004621	"Species"	4	0.0299456165188776	0.00748640412971941	0.929308544257912	0.514779135011848	"not sign."
"972"	"hydroxypyruvate reductase activity"	0.169153125397862	0	0	0	0.0563843751326205	0.239218644055453	0	0	0	0.0797395480184842	"Species"	4	0.0432370895237066	0.0108092723809266	0.849999999999999	0.549963939495801	"not sign."
"973"	"hyperosmotic response"	0.0281921875663102	0	0	0	0	0.039869774009242	0	0	0	0	"Species"	4	0.00127167910363842	0.000317919775909606	0.999999999999998	0.485657196759214	"not sign."
"974"	"hypoxanthine phosphoribosyltransferase activity"	0	0	0.662252668372274	0	0	0	0	0.0993014511357572	0	0	"Species"	4	0.701725754825914	0.175431438706479	88.9541551335073	7.83351315065309e-05	"significant"
"975"	"identical protein binding"	0.737387878643097	0.0140960937831551	0.0305195582438346	0	0.725619155537466	0.165688910503269	0.019934887004621	0.0431611731860666	0	0.268654744703199	"Species"	4	1.23361790590896	0.30840447647724	15.1344144173051	0.00532022401394239	"not sign."
"976"	"imidazoleglycerol-phosphate dehydratase activity"	0.324210157012568	0	1.31093672183342	0	2.49628101255191	0.458502401106284	0	1.85394449142976	0	0.699520508789169	"Species"	4	9.28269384764917	2.32067346191229	2.80500628331344	0.143997537699764	"not sign."
"977"	"imidazoleglycerol-phosphate synthase activity"	0	0	2.41104510126294	0	11.5945379818828	0	0	3.40973268169926	0	0.0904152936486734	"Species"	4	202.030355987736	50.5075889969341	21.7060457561502	0.00232740288625444	"significant"
"978"	"IMP cyclohydrolase activity"	0	0	0.73246939785203	0	0	0	0	1.0358681564656	0	0	"Species"	4	0.858418270063544	0.214604567515886	0.999999999999999	0.485657196759214	"not sign."
"979"	"IMP dehydrogenase activity"	0	0	0.925159969461152	0	0	0	0	0.590717844010283	0	0	"Species"	4	1.36947355054937	0.342368387637344	4.90572819332742	0.0556016631811839	"not sign."
"980"	"IMP salvage"	0.0140960937831551	0	0.648156574589118	0	0	0.019934887004621	0	0.119236338140379	0	0	"Species"	4	0.665179851379606	0.166294962844902	56.8930312381554	0.000233549017670864	"significant"
"981"	"indole-3-glycerol-phosphate synthase activity"	0.563843751326205	0	0	0	0	0.797395480184842	0	0	0	0	"Species"	4	0.508671641455371	0.127167910363843	0.999999999999999	0.485657196759214	"not sign."
"982"	"indoleacetamide hydrolase activity"	0.0587117458101448	0	0.0140960937831551	0	0	0.00329139917682453	0	0.019934887004621	0	0	"Species"	4	0.00517114530953965	0.00129278632738491	15.8339261813582	0.00480354318860764	"significant"
"983"	"inorganic anion transmembrane transporter activity"	0.211441406747327	0	0.387444774459753	0	0	0.299023305069315	0	0.228971462637631	0	0	"Species"	4	0.246175980270595	0.0615439950676487	2.16944271064083	0.208945694261031	"not sign."
"984"	"inorganic phosphate transmembrane transporter activity"	0.169153125397862	0	0.52155546997674	0	12.2319807911104	0.239218644055453	0	0.737590819170979	0	3.83234709542275	"Species"	4	233.045613532548	58.261403383137	19.0544321078761	0.00314655903932487	"significant"
"985"	"inosine kinase activity"	0.664580039049798	0	0	0	0	0.182332398331066	0	0	0	0	"Species"	4	0.706666605285489	0.176666651321372	26.5703265777918	0.00144967562002049	"significant"
"986"	"inositol monophosphate 1-phosphatase activity"	0.0140960937831551	0	0.232519612563055	0	0.64091072312053	0.019934887004621	0	0.0698653504880104	0	0.906384636907401	"Species"	4	0.614979984993803	0.153744996248451	0.929746159472309	0.514592493940613	"not sign."
"987"	"inositol monophosphate 3-phosphatase activity"	0.0140960937831551	0	0.232519612563055	0	0.64091072312053	0.019934887004621	0	0.0698653504880104	0	0.906384636907401	"Species"	4	0.614979984993803	0.153744996248451	0.929746159472309	0.514592493940613	"not sign."
"988"	"inositol monophosphate 4-phosphatase activity"	0.0140960937831551	0	0.232519612563055	0	0.64091072312053	0.019934887004621	0	0.0698653504880104	0	0.906384636907401	"Species"	4	0.614979984993803	0.153744996248451	0.929746159472309	0.514592493940613	"not sign."
"989"	"inositol phosphate dephosphorylation"	0	0	0	0	0.610391164876695	0	0	0	0	0.863223463721334	"Species"	4	0.596123798655246	0.149030949663811	1	0.485657196759213	"not sign."
"990"	"integral component of external side of plasma membrane"	0.0281921875663102	0	0	0	0	0.039869774009242	0	0	0	0	"Species"	4	0.00127167910363842	0.000317919775909606	0.999999999999998	0.485657196759214	"not sign."
"991"	"integral component of membrane"	139.621410716091	5.16676550101075	166.999564376299	1.95830207811449	341.181550079128	11.3435138540411	0.228477442615917	19.0821293710374	1.37401526776946	26.1940118176021	"Species"	4	156064.686020325	39016.1715050813	165.201051835461	1.70133899137909e-05	"significant"
"992"	"integral component of plasma membrane"	11.7596957145157	0	6.60092099903497	0	12.5923739212193	2.90546809567971	0	2.83633883748215	0	1.18261022000762	"Species"	4	297.625912916145	74.4064782290362	20.8012128256753	0.00256927923853036	"significant"
"993"	"intracellular protein transmembrane transport"	0	0	2.78803984979715	0	0	0	0	1.43953572322791	0	0	"Species"	4	12.437065926491	3.10926648162275	7.50210357929324	0.0242287167567187	"not sign."
"994"	"intracellular signal transduction"	0	0	0.0281921875663102	0	0	0	0	0.039869774009242	0	0	"Species"	4	0.00127167910363842	0.000317919775909606	0.999999999999999	0.485657196759214	"not sign."
"995"	"intramolecular lyase activity"	0.267825781879947	0	0	0	0	0.378762853087799	0	0	0	0	"Species"	4	0.114769039103368	0.028692259775842	0.999999999999999	0.485657196759214	"not sign."
"996"	"intramolecular oxidoreductase activity, interconverting aldoses and ketoses"	0.239633594313637	0	0.0281921875663102	0	0.0140960937831551	0.338893079078558	0	0.039869774009242	0	0.019934887004621	"Species"	4	0.0850435400558198	0.0212608850139549	0.90986394557823	0.523154109870967	"not sign."
"997"	"intramolecular transferase activity, phosphotransferases"	0	0	0.410850350953006	0	0	0	0	0.541160364414244	0	0	"Species"	4	0.270076817405132	0.0675192043512831	1.15277714916586	0.429338456476598	"not sign."
"998"	"intrinsic component of membrane"	0.0587117458101448	0	0	0	0	0.00329139917682453	0	0	0	0	"Species"	4	0.0055153105537201	0.00137882763843002	636.383443334086	5.94712140090019e-07	"significant"
"999"	"intrinsic component of periplasmic side of plasma membrane"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"1000"	"intrinsic component of plasma membrane"	0.0446156520269897	0	0.582594586464409	0	0	0.0232262861814455	0	0.651268472798846	0	0	"Species"	4	0.525456943859484	0.131364235964871	1.54658939429253	0.318235388252978	"not sign."
"1001"	"intrinsic component of the cytoplasmic side of the plasma membrane"	0.0305195582438346	0	0	0	0	0.0431611731860666	0	0	0	0	"Species"	4	0.00149030949663811	0.000372577374159527	1	0.485657196759213	"not sign."
"1002"	"inulin fructotransferase (DFA-I-forming) activity"	0.253729688096792	0	0	0	0	0.358827966083179	0	0	0	0	"Species"	4	0.103006007394713	0.0257515018486782	0.999999999999998	0.485657196759214	"not sign."
"1003"	"ion channel activity"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"1004"	"ion transmembrane transport"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"1005"	"ion transport"	0.826619182697077	0.0610391164876695	0	0	0	0.212141482866161	0.0863223463721334	0	0	0	"Species"	4	1.05887519144414	0.264718797861034	25.2326747495383	0.00163698162229672	"significant"
"1006"	"ionotropic glutamate receptor activity"	1.07064377892975	0	2.24268319417313	0	0	1.07555143853117	0	0.540227904695878	0	0	"Species"	4	7.96055776929866	1.99013944232466	6.86891142714872	0.0289735682610752	"not sign."
"1007"	"iron ion binding"	6.5193311556036	0	1.08021700107586	0	7.44176814523321	0.448376255822826	0	0.371434086959451	0	2.51042486316722	"Species"	4	107.600442788816	26.900110697204	20.2523328895557	0.00273344592934604	"significant"
"1008"	"iron ion homeostasis"	0.411114090389023	0	0	0	0	0.495080775938701	0	0	0	0	"Species"	4	0.27042367250623	0.0676059181265574	1.37912170506092	0.360264576085232	"not sign."
"1009"	"iron ion transmembrane transporter activity"	0.253729688096792	0	0	0	0	0.358827966083179	0	0	0	0	"Species"	4	0.103006007394713	0.0257515018486782	0.999999999999998	0.485657196759214	"not sign."
"1010"	"iron ion transport"	0.338306250795723	0	0	0	0.122078232975338	0.478437288110904	0	0	0	0.172644692744266	"Species"	4	0.17392687942882	0.043481719857205	0.840361485216719	0.554428174092787	"not sign."
"1011"	"iron-chelate-transporting ATPase activity"	0.51883249014519	0	0	0	0.948697415672417	0.733739944163133	0	0	0	0.38478617561043	"Species"	4	1.47697026887995	0.369242567219988	2.68956802204926	0.153498525395503	"not sign."
"1012"	"iron-sulfur cluster assembly"	0.60613203267567	0	0.997967809054453	0	0	0.857200141198704	0	0.574074356182486	0	0	"Species"	4	1.69741705699353	0.424354264248382	1.99348376635345	0.233876010738761	"not sign."
"1013"	"iron-sulfur cluster binding"	2.51116832464312	0.0704804689157755	0	0	2.27592573224851	2.42913779927429	0.0996744350231051	0	0	0.887941685452167	"Species"	4	13.5431314702916	3.38578286757291	2.52704841333799	0.168396555731184	"not sign."
"1014"	"isochorismate synthase activity"	0.253729688096792	0.122078232975338	0.0140960937831551	0	0.103327397837135	0.358827966083179	0.172644692744266	0.019934887004621	0	0.0265176853582703	"Species"	4	0.0830033105970025	0.0207508276492506	0.649826836666687	0.651418987742355	"not sign."
"1015"	"isoleucine biosynthetic process"	3.21645420842628	0	1.73807866752911	0	3.97970690395816	3.91083678016058	0	0.73156749664835	0	3.9536249694593	"Species"	4	26.4808681636744	6.62021704091859	1.05213121727102	0.465460980950024	"not sign."
"1016"	"isoleucine-tRNA ligase activity"	0	0	0.324210157012568	0	0.676612501591445	0	0	0.458502401106284	0	0.956874576221809	"Species"	4	0.725175008849812	0.181293752212453	0.805153547476174	0.571090595768072	"not sign."
"1017"	"isoleucyl-tRNA aminoacylation"	0	0	0.324210157012568	0	0.648420314025135	0	0	0.458502401106284	0	0.917004802212567	"Species"	4	0.672718245824727	0.168179561456182	0.8	0.573576754226628	"not sign."
"1018"	"isomerase activity"	4.48044790755518	0	1.04750194187251	1.30136349968731	1.34325617188275	1.95063505535408	0	0.272878603598394	1.14982713985805	0.344729909657508	"Species"	4	22.6227587141071	5.65568967852677	5.31511715422468	0.0478355228864067	"not sign."
"1019"	"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"	0.155057031614706	0	0	0	0.225537500530482	0.219283757050831	0	0	0	0.318958192073937	"Species"	4	0.0918788152378764	0.0229697038094691	0.76657824933687	0.589995691101538	"not sign."
"1020"	"isopentenyl diphosphate biosynthetic process, mevalonate pathway"	0	0	0.67143028136436	0	0	0	0	0.949545810093461	0	0	"Species"	4	0.721309796372838	0.180327449093209	1	0.485657196759213	"not sign."
"1021"	"isopentenyl-diphosphate delta-isomerase activity"	0	0	0.60613203267567	0	0	0	0	0.857200141198704	0	0	"Species"	4	0.587833665656863	0.146958416414216	1	0.485657196759214	"not sign."
"1022"	"isoprenoid biosynthetic process"	1.16712093445231	0	2.67241624998235	0	2.64835132489905	0.334855712127034	0	0.709394706319637	0	2.9878086554254	"Species"	4	14.1984103339845	3.54960258349611	1.85991670478261	0.255564065094516	"not sign."
"1023"	"Kdo2-lipid A biosynthetic process"	0.281921875663102	0	0	0	0.267825781879947	0.39869774009242	0	0	0	0.378762853087799	"Species"	4	0.181532192044385	0.0453830480110963	0.750328515111694	0.598164926765042	"not sign."
"1024"	"ketol-acid reductoisomerase activity"	2.10584951882459	0	0	0	0	2.97812094983859	0	0	0	0	"Species"	4	7.09536351349402	1.7738408783735	1	0.485657196759213	"not sign."
"1025"	"ketotetrose-phosphate aldolase activity"	0	0	0	0	0.105654768514659	0	0	0	0	0.109548632553579	"Species"	4	0.0178606881758179	0.00446517204395448	1.86034837680977	0.255489681724872	"not sign."
"1026"	"kinase activity"	11.9125572451709	0.450943131342955	11.5355624966367	0.0281921875663102	9.76863229295125	3.72590337010235	0.1197958139714	1.12336503482483	0.039869774009242	4.4854051563648	"Species"	4	287.051957410204	71.762989352551	10.1707497112482	0.0127865497449317	"not sign."
"1027"	"kynurenine-oxoglutarate transaminase activity"	0	0	0	0	0.0587117458101448	0	0	0	0	0.00329139917682453	"Species"	4	0.0055153105537201	0.00137882763843002	636.383443334079	5.94712140090034e-07	"significant"
"1028"	"L-alanine:2-oxoglutarate aminotransferase activity"	0	0	0	0	2.22366861959891	0	0	0	0	1.43034203766282	"Species"	4	7.91152340766224	1.97788085191556	4.83381833781602	0.0571444461231222	"not sign."
"1029"	"L-amino acid efflux transmembrane transporter activity"	0.67143028136436	0	0	0	0	0.949545810093461	0	0	0	0	"Species"	4	0.721309796372839	0.18032744909321	1	0.485657196759213	"not sign."
"1030"	"L-arabinose 1-dehydrogenase (NAD+) activity"	0	0	0	0	0.443961019310382	0	0	0	0	0.368888655557326	"Species"	4	0.315362218667381	0.0788405546668454	2.8968704668416	0.137006369896716	"not sign."
"1031"	"L-arabinose catabolic process"	0.0305195582438346	0	0	0	0.253729688096792	0.0431611731860666	0	0	0	0.358827966083179	"Species"	4	0.0983013424961027	0.0245753356240257	0.940715858897791	0.509940273209614	"not sign."
"1032"	"L-arabinose catabolic process to xylulose 5-phosphate"	0.549352048389025	0	0	0	0.244156465950677	0.7769011173492	0	0	0	0.345289385488532	"Species"	4	0.470937800937643	0.117734450234411	0.814432989690722	0.566644554942052	"not sign."
"1033"	"L-arabinose isomerase activity"	0	0	0	0	0.701949839608195	0	0	0	0	0.992706983279528	"Species"	4	0.788373723721553	0.197093430930388	1	0.485657196759213	"not sign."
"1034"	"L-arabinose transmembrane transporter activity"	0	0	0	0	0.0845765626989305	0	0	0	0	0.119609322027726	"Species"	4	0.0114451119327458	0.00286127798318645	1	0.485657196759213	"not sign."
"1035"	"L-arabinose transport"	0.57987160663286	0	0	0	0.800622496090281	0.820062290535267	0	0	0	0.853162774247181	"Species"	4	1.19218933578826	0.298047333947066	1.06415917129695	0.460949298105715	"not sign."
"1036"	"L-arabinose-importing ATPase activity"	0.57987160663286	0	0	0	0.786526402307126	0.820062290535267	0	0	0	0.873097661251802	"Species"	4	1.16293231587627	0.290733078969067	1.0131472583161	0.480463891505462	"not sign."
"1037"	"L-arginine import across plasma membrane"	0.091558674731504	0	0	0	0	0.1294835195582	0	0	0	0	"Species"	4	0.013412785469743	0.00335319636743574	1	0.485657196759213	"not sign."
"1038"	"L-ascorbate 6-phosphate lactonase activity"	0.0422882813494653	0	0	0	0	0.0598046610138631	0	0	0	0	"Species"	4	0.00286127798318646	0.000715319495796616	0.999999999999999	0.485657196759214	"not sign."
"1039"	"L-ascorbic acid biosynthetic process"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"1040"	"L-ascorbic acid catabolic process"	0.0563843751326205	0	0.0305195582438346	0	0	0.0797395480184842	0	0.0431611731860666	0	0	"Species"	4	0.00520036493447003	0.00130009123361751	0.790686399094278	0.578100602429718	"not sign."
"1041"	"L-ascorbic acid metabolic process"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"1042"	"L-aspartate oxidase activity"	0.67143028136436	0	0	0	0	0.949545810093461	0	0	0	0	"Species"	4	0.721309796372839	0.18032744909321	1	0.485657196759213	"not sign."
"1043"	"L-aspartate:2-oxoglutarate aminotransferase activity"	0.0422882813494653	0	0.0140960937831551	0	3.50588567499399	0.0598046610138631	0	0.019934887004621	0	1.6887496009482	"Species"	4	19.5105355654434	4.87763389136085	8.5397258913979	0.0185303404676131	"not sign."
"1044"	"L-aspartate:fumarate oxidoreductase activity"	0.64091072312053	0	0	0	0	0.906384636907401	0	0	0	0	"Species"	4	0.65722648801741	0.164306622004352	1	0.485657196759213	"not sign."
"1045"	"L-cysteate sulfo-lyase activity"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"1046"	"L-cysteine desulfhydrase activity"	0	0	0.0892313040539797	0	0	0	0	0.0464525723628914	0	0	"Species"	4	0.012739560997078	0.00318489024926951	7.37980588489312	0.0250558535535587	"not sign."
"1047"	"L-cystine L-cysteine-lyase (deaminating)"	0	0	0.0892313040539797	0	0	0	0	0.0464525723628914	0	0	"Species"	4	0.012739560997078	0.00318489024926951	7.37980588489312	0.0250558535535587	"not sign."
"1048"	"L-fucose catabolic process"	0.183249219181016	0	0	0	0	0.259153531060073	0	0	0	0	"Species"	4	0.0537284421287235	0.0134321105321809	0.999999999999998	0.485657196759214	"not sign."
"1049"	"L-fucose isomerase activity"	0.310114063229412	0	0	0	0	0.438567514101663	0	0	0	0	"Species"	4	0.153873171540249	0.0384682928850624	0.999999999999999	0.485657196759214	"not sign."
"1050"	"L-iditol 2-dehydrogenase activity"	0.0563843751326205	0	0.133846956080969	0	0.596558810529555	0.0797395480184842	0	0.0696788585443367	0	0.153082789626994	"Species"	4	0.50633774880567	0.126584437201417	18.2672705607176	0.0034670403099014	"significant"
"1051"	"L-idonate 5-dehydrogenase activity"	0	0	0.091558674731504	0	0	0	0	0.1294835195582	0	0	"Species"	4	0.013412785469743	0.00335319636743574	1	0.485657196759214	"not sign."
"1052"	"L-idonate catabolic process"	0	0	0	0	0.0446156520269897	0	0	0	0	0.0232262861814455	"Species"	4	0.00318489024926949	0.000796222562317374	7.37980588489318	0.0250558535535583	"not sign."
"1053"	"L-isoleucine transaminase activity"	0	0	0.183249219181016	0	0.67143028136436	0	0	0.259153531060073	0	0.949545810093461	"Species"	4	0.676606978665954	0.169151744666488	0.872998189062372	0.539478701820646	"not sign."
"1054"	"L-lactate dehydrogenase activity"	0.535651563759895	0	0.610391164876695	0	2.21501848547886	0.7575257061756	0	0.863223463721334	0	1.49238460200078	"Species"	4	6.61292073184951	1.65323018296238	2.33098063828439	0.189140872746979	"not sign."
"1055"	"L-leucine transaminase activity"	0	0	0.183249219181016	0	0.67143028136436	0	0	0.259153531060073	0	0.949545810093461	"Species"	4	0.676606978665954	0.169151744666488	0.872998189062372	0.539478701820646	"not sign."
"1056"	"L-lysine efflux transmembrane transporter activity"	0.0610391164876695	0	0	0	0	0.0863223463721334	0	0	0	0	"Species"	4	0.00596123798655247	0.00149030949663812	1	0.485657196759213	"not sign."
