"","Taxonomic_ID"
"1388","large ribosomal subunit rRNA binding"
"1389","lauroyltransferase activity"
"1390","leucine-tRNA ligase activity"
"1391","leucine biosynthetic process"
"1392","leucine catabolic process"
"1393","leucyl-tRNA aminoacylation"
"1394","leucyltransferase activity"
"1395","ligase activity"
"1396","ligase activity, forming carbon-nitrogen bonds"
"1397","lipase activity"
"1398","lipid-A-disaccharide synthase activity"
"1399","lipid-linked peptidoglycan transporter activity"
"1400","lipid-transporting ATPase activity"
"1401","lipid A biosynthetic process"
"1402","lipid A metabolic process"
"1403","lipid binding"
"1404","lipid biosynthetic process"
"1405","lipid catabolic process"
"1406","lipid glycosylation"
"1407","lipid kinase activity"
"1408","lipid metabolic process"
"1409","lipid phosphatase activity"
"1410","lipoate-protein ligase activity"
"1411","lipoate biosynthetic process"
"1412","lipoate synthase activity"
"1413","lipoic acid binding"
"1414","lipopeptide binding"
"1415","lipopolysaccharide-transporting ATPase activity"
"1416","lipopolysaccharide 3-alpha-galactosyltransferase activity"
"1417","lipopolysaccharide binding"
"1418","lipopolysaccharide biosynthetic process"
"1419","lipopolysaccharide core region biosynthetic process"
"1420","lipopolysaccharide glucosyltransferase I activity"
"1421","lipopolysaccharide heptosyltransferase activity"
"1422","lipopolysaccharide metabolic process"
"1423","lipopolysaccharide N-acetylmannosaminouronosyltransferase activity"
"1424","lipopolysaccharide transmembrane transporter activity"
"1425","lipopolysaccharide transport"
"1426","lipoprotein biosynthetic process"
"1427","lipoprotein localization to membrane"
"1428","lipoprotein localization to outer membrane"
"1429","lipoprotein transporter activity"
"1430","lipoteichoic acid biosynthetic process"
"1431","lipoyl(octanoyl) transferase activity"
"1432","long-chain-(S)-2-hydroxy-long-chain-acid oxidase activity"
"1433","long-chain-aldehyde dehydrogenase activity"
"1434","long-chain fatty acid-CoA ligase activity"
"1435","long-chain fatty acid [acyl-carrier-protein] ligase activity"
"1436","lovastatin nonaketide synthase activity"
"1437","lyase activity"
"1438","lysine-tRNA ligase activity"
"1439","lysine 2,3-aminomutase activity"
"1440","lysine biosynthetic process"
"1441","lysine biosynthetic process via diaminopimelate"
"1442","lysine racemase activity"
"1443","lysophospholipid transporter activity"
"1444","lysozyme activity"
"1445","lysyl-tRNA aminoacylation"
"1446","lysyltransferase activity"
"1447","lytic endotransglycosylase activity"
"1448","lytic transglycosylase activity"
"1449","MacAB-TolC complex"
"1450","macrolide transmembrane transporter complex"
"1451","macromolecular complex"
"1452","macromolecule deacylation"
"1453","magnesium-importing ATPase activity"
"1454","magnesium chelatase activity"
"1455","magnesium ion binding"
"1456","magnesium ion transmembrane transporter activity"
"1457","maintenance of stationary phase"
"1458","malate dehydrogenase (decarboxylating) (NAD+) activity"
"1459","malate dehydrogenase (decarboxylating) (NADP+) activity"
"1460","malate dehydrogenase (menaquinone) activity"
"1461","malate dehydrogenase (quinone) activity"
"1462","malate metabolic process"
"1463","maleylacetoacetate isomerase activity"
"1464","malolactic fermentation"
"1465","malonyl-CoA biosynthetic process"
"1466","maltodextrin transport"
"1467","maltooligosaccharide-importing ATPase activity"
"1468","maltose-6'-phosphate glucosidase activity"
"1469","maltose-transporting ATPase activity"
"1470","maltose alpha-glucosidase activity"
"1471","maltose transport"
"1472","manganese ion binding"
"1473","manganese ion transmembrane transporter activity"
"1474","mannitol-1-phosphate 5-dehydrogenase activity"
"1475","mannitol 2-dehydrogenase activity"
"1476","mannitol metabolic process"
"1477","mannitol transport"
"1478","mannonate dehydratase activity"
"1479","mannose-1-phosphate guanylyltransferase (GDP) activity"
"1480","mannose-1-phosphate guanylyltransferase activity"
"1481","mannose-6-phosphate isomerase activity"
"1482","mannose isomerase activity"
"1483","mannose metabolic process"
"1484","mannosylfructose-phosphate synthase activity"
"1485","mannosylglycerate transport"
"1486","mannosyltransferase activity"
"1487","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"1488","maturation of SSU-rRNA"
"1489","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"1490","mature ribosome assembly"
"1491","mechanically-gated ion channel activity"
"1492","medium-chain-(S)-2-hydroxy-acid oxidase activity"
"1493","membrane"
"1494","membrane assembly"
"1495","membrane insertase activity"
"1496","membrane organization"
"1497","membrane protein complex"
"1498","menaquinone biosynthetic process"
"1499","metabolic process"
"1500","metal ion binding"
"1501","metal ion transmembrane transporter activity"
"1502","metal ion transport"
"1503","metalloaminopeptidase activity"
"1504","metallocarboxypeptidase activity"
"1505","metalloendopeptidase activity"
"1506","metalloexopeptidase activity"
"1507","metallopeptidase activity"
"1508","methanol dehydrogenase activity"
"1509","methenyltetrahydrofolate cyclohydrolase activity"
"1510","methionine-tRNA ligase activity"
"1511","methionine adenosyltransferase activity"
"1512","methionine biosynthetic process"
"1513","methionine metabolic process"
"1514","methionine synthase activity"
"1515","methionine transport"
"1516","methionyl-tRNA aminoacylation"
"1517","methionyl-tRNA formyltransferase activity"
"1518","methyl accepting chemotaxis protein complex"
"1519","methyl indole-3-acetate esterase activity"
"1520","methylated-DNA-[protein]-cysteine S-methyltransferase activity"
"1521","methylcrotonoyl-CoA carboxylase activity"
"1522","methylcrotonoyl-CoA carboxylase complex"
"1523","methylenetetrahydrofolate dehydrogenase (NADP+) activity"
"1524","methylenetetrahydrofolate reductase (NAD(P)H) activity"
"1525","methylglyoxal biosynthetic process"
"1526","methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione"
"1527","methylglyoxal synthase activity"
"1528","methylitaconate delta-isomerase activity"
"1529","methylmalonate-semialdehyde dehydrogenase (acylating) activity"
"1530","methylmalonyl-CoA epimerase activity"
"1531","methylthioadenosine nucleosidase activity"
"1532","methyltransferase activity"
"1533","mevalonate kinase activity"
"1534","microcin transport"
"1535","microtubule-based movement"
"1536","microtubule motor activity"
"1537","misfolded or incompletely synthesized protein catabolic process"
"1538","misfolded protein binding"
"1539","mismatch repair"
"1540","mismatch repair complex"
"1541","mismatched DNA binding"
"1542","mitochondrial genome maintenance"
"1543","mitochondrial inner membrane"
"1544","mitochondrial iron ion transport"
"1545","mitochondrial matrix"
"1546","mitochondrial nucleoid"
"1547","mitochondrion"
"1548","Mo-molybdopterin cofactor biosynthetic process"
"1549","molybdate ion transmembrane transporter activity"
"1550","molybdate ion transport"
"1551","molybdate transmembrane-transporting ATPase activity"
"1552","molybdenum cofactor guanylyltransferase activity"
"1553","molybdenum incorporation into molybdenum-molybdopterin complex"
"1554","molybdenum ion binding"
"1555","molybdenum ion transmembrane transporter activity"
"1556","molybdopterin-synthase adenylyltransferase activity"
"1557","molybdopterin adenylyltransferase activity"
"1558","molybdopterin cofactor binding"
"1559","molybdopterin cofactor biosynthetic process"
"1560","molybdopterin molybdotransferase activity"
"1561","molybdopterin synthase activity"
"1562","molybdopterin synthase complex"
"1563","monooxygenase activity"
"1564","monosaccharide-transporting ATPase activity"
"1565","monosaccharide binding"
"1566","monosaccharide metabolic process"
"1567","monovalent cation:proton antiporter activity"
"1568","motile cilium"
"1569","motor activity"
"1570","mRNA 3'-UTR binding"
"1571","mRNA 5'-UTR binding"
"1572","mRNA binding"
"1573","mRNA catabolic process"
"1574","mRNA polyadenylation"
"1575","mRNA processing"
"1576","mRNA splicing, via spliceosome"
"1577","muconate cycloisomerase activity"
"1578","mycocerosate synthase activity"
"1579","myo-inosose-2 dehydratase activity"
"1580","myristoyl-[acyl-carrier-protein] hydrolase activity"
"1581","myristoyltransferase activity"
"1582","N-acetyl-gamma-glutamyl-phosphate reductase activity"
"1583","N-acetylgalactosamine-6-phosphate deacetylase activity"
"1584","N-acetylglucosamine-6-phosphate deacetylase activity"
"1585","N-acetylglucosamine catabolic process"
"1586","N-acetylglucosamine kinase activity"
"1587","N-acetylglucosamine metabolic process"
"1588","N-acetylglucosamine transmembrane transporter activity"
"1589","N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase activity"
"1590","N-acetylglucosaminylphosphatidylinositol deacetylase activity"
"1591","N-acetylmannosamine catabolic process"
"1592","N-acetylmannosamine metabolic process"
"1593","N-acetylmuramic acid catabolic process"
"1594","N-acetylmuramoyl-L-alanine amidase activity"
"1595","N-acetylneuraminate catabolic process"
"1596","N-acetylneuraminate lyase activity"
"1597","N-acetyltransferase activity"
"1598","N-acyl homoserine lactone synthase activity"
"1599","N-acylglucosamine-6-phosphate 2-epimerase activity"
"1600","N-acylglucosamine 2-epimerase activity"
"1601","N-acylmannosamine kinase activity"
"1602","N-acylneuraminate cytidylyltransferase activity"
"1603","N-acylphosphatidylethanolamine-specific phospholipase D activity"
"1604","N-acylsphingosine galactosyltransferase activity"
"1605","N-acyltransferase activity"
"1606","N-methyl-L-amino-acid oxidase activity"
"1607","N-methyltransferase activity"
"1608","N-succinylarginine dihydrolase activity"
"1609","N-terminal protein amino acid acetylation"
"1610","N(6)-L-threonylcarbamoyladenine synthase"
"1611","N,N-dimethylaniline monooxygenase activity"
"1612","N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity"
"1613","N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity"
"1614","N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity"
"1615","NAD-dependent histone deacetylase activity (H3-K14 specific)"
"1616","NAD-dependent protein deacetylase activity"
"1617","NAD binding"
"1618","NAD biosynthetic process"
"1619","NAD metabolic process"
"1620","NAD(P)+-protein-arginine ADP-ribosyltransferase activity"
"1621","NAD(P)+ transhydrogenase (AB-specific) activity"
"1622","NAD(P)+ transhydrogenase (B-specific) activity"
"1623","NAD(P)+ transhydrogenase activity"
"1624","NAD(P)H dehydrogenase (quinone) activity"
"1625","NAD+-diphthamide ADP-ribosyltransferase activity"
"1626","NAD+ ADP-ribosyltransferase activity"
"1627","NAD+ binding"
"1628","NAD+ kinase activity"
"1629","NAD+ synthase (glutamine-hydrolyzing) activity"
"1630","NAD+ synthase activity"
"1631","NADH dehydrogenase (quinone) activity"
"1632","NADH dehydrogenase (ubiquinone) activity"
"1633","NADH dehydrogenase activity"
"1634","NADH dehydrogenase complex"
"1635","NADH pyrophosphatase activity"
"1636","NADHX epimerase activity"
"1637","NADP binding"
"1638","NADP biosynthetic process"
"1639","NADP metabolic process"
"1640","NADPH binding"
"1641","NADPH dehydrogenase activity"
"1642","NADPH regeneration"
"1643","NADPH:quinone reductase activity"
"1644","NarGHI complex"
"1645","negative regulation of apoptotic process"
"1646","negative regulation of bacterial-type flagellum-dependent cell motility"
"1647","negative regulation of barrier septum assembly"
"1648","negative regulation of cell division"
"1649","negative regulation of cyclase activity"
"1650","negative regulation of DNA-dependent DNA replication initiation"
"1651","negative regulation of DNA-templated transcription, initiation"
"1652","negative regulation of DNA-templated transcription, termination"
"1653","negative regulation of DNA recombination"
"1654","negative regulation of DNA replication"
"1655","negative regulation of fatty acid biosynthetic process"
"1656","negative regulation of gene expression"
"1657","negative regulation of glucose import"
"1658","negative regulation of ion transmembrane transporter activity"
"1659","negative regulation of phosphate metabolic process"
"1660","negative regulation of phosphate transmembrane transport"
"1661","negative regulation of protein binding"
"1662","negative regulation of purine nucleobase metabolic process"
"1663","negative regulation of pyrimidine nucleobase metabolic process"
"1664","negative regulation of ribosome biogenesis"
"1665","negative regulation of secondary metabolite biosynthetic process"
"1666","negative regulation of siderophore biosynthetic process"
"1667","negative regulation of single-species biofilm formation"
"1668","negative regulation of transcription, DNA-templated"
"1669","negative regulation of translation"
"1670","negative regulation of translational elongation"
"1671","negative regulation of translational initiation"
"1672","neopullulanase activity"
"1673","neurotransmitter:sodium symporter activity"
"1674","nickel-transporting ATPase activity"
"1675","nickel cation binding"
"1676","nickel cation homeostasis"
"1677","nickel cation transmembrane transporter activity"
"1678","nicotinamide-nucleotide adenylyltransferase activity"
"1679","nicotinamide-nucleotide amidase activity"
"1680","nicotinamide nucleotide metabolic process"
"1681","nicotinamide riboside transmembrane transporter activity"
"1682","nicotinamide riboside transport"
"1683","nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity"
"1684","nicotinate-nucleotide adenylyltransferase activity"
"1685","nicotinate-nucleotide diphosphorylase (carboxylating) activity"
"1686","nicotinate nucleotide biosynthetic process"
"1687","nicotinate phosphoribosyltransferase activity"
"1688","nitrate assimilation"
"1689","nitrate metabolic process"
"1690","nitrate reductase activity"
"1691","nitrate reductase complex"
"1692","nitrate transmembrane transporter activity"
"1693","nitrate transport"
"1694","nitric oxide catabolic process"
"1695","nitric oxide dioxygenase activity"
"1696","nitric oxide reductase activity"
"1697","nitrite efflux transmembrane transporter activity"
"1698","nitrite reductase [NAD(P)H] activity"
"1699","nitrite reductase complex [NAD(P)H]"
"1700","nitrite transmembrane transporter activity"
"1701","nitrite transport"
"1702","nitrogen compound metabolic process"
"1703","nitrogen compound transport"
"1704","nitrogen fixation"
"1705","nitrogen utilization"
"1706","nitronate monooxygenase activity"
"1707","NO_NAME"
"1708","non-membrane spanning protein tyrosine kinase activity"
"1709","novo' AMP biosynthetic process"
"1710","novo' CTP biosynthetic process"
"1711","novo' IMP biosynthetic process"
"1712","novo' L-methionine biosynthetic process"
"1713","novo' NAD biosynthetic process from aspartate"
"1714","novo' pyrimidine nucleobase biosynthetic process"
"1715","novo' UMP biosynthetic process"
"1716","nuclease activity"
"1717","nucleic acid binding"
"1718","nucleic acid phosphodiester bond hydrolysis"
"1719","nucleobase-containing compound metabolic process"
"1720","nucleobase-containing small molecule interconversion"
"1721","nucleoid"
"1722","nucleolus"
"1723","nucleoside-triphosphatase activity"
"1724","nucleoside-triphosphate diphosphatase activity"
"1725","nucleoside biosynthetic process"
"1726","nucleoside catabolic process"
"1727","nucleoside diphosphate kinase activity"
"1728","nucleoside diphosphate metabolic process"
"1729","nucleoside metabolic process"
"1730","nucleoside transmembrane transporter activity"
"1731","nucleoside triphosphate catabolic process"
"1732","nucleotide-excision repair"
"1733","nucleotide-sugar metabolic process"
"1734","nucleotide binding"
"1735","nucleotide biosynthetic process"
"1736","nucleotide catabolic process"
"1737","nucleotide metabolic process"
"1738","nucleotidyltransferase activity"
"1739","nucleus"
"1740","O-acetylhomoserine aminocarboxypropyltransferase activity"
"1741","O-acyltransferase activity"
"1742","O-palmitoyltransferase activity"
"1743","O-phospho-L-serine:2-oxoglutarate aminotransferase activity"
"1744","o-succinylbenzoate-CoA ligase activity"
"1745","O antigen biosynthetic process"
"1746","oleate hydratase activity"
"1747","oleoyl-[acyl-carrier-protein] hydrolase activity"
"1748","oligo-1,6-glucosidase activity"
"1749","oligopeptide binding"
"1750","oligopeptide transmembrane transporter activity"
"1751","oligopeptide transport"
"1752","oligosaccharide transport"
"1753","one-carbon metabolic process"
"1754","organelle inner membrane"
"1755","organic acid metabolic process"
"1756","organic acid phosphorylation"
"1757","organic anion transmembrane transporter activity"
"1758","organic phosphonate metabolic process"
"1759","organic phosphonate transmembrane-transporting ATPase activity"
"1760","organic phosphonate transmembrane transporter activity"
"1761","organic phosphonate transport"
"1762","organic substance metabolic process"
"1763","organic substance transport"
"1764","ornithine-oxo-acid transaminase activity"
"1765","ornithine carbamoyltransferase activity"
"1766","ornithine catabolic process"
"1767","ornithine decarboxylase activity"
"1768","ornithine transport"
"1769","orotate phosphoribosyltransferase activity"
"1770","orotidine-5'-phosphate decarboxylase activity"
"1771","osmosensor activity"
"1772","osmosensory signaling via phosphorelay pathway"
"1773","outer membrane"
"1774","outer membrane-bounded periplasmic space"
"1775","oxaloacetate decarboxylase activity"
"1776","oxaloacetate metabolic process"
"1777","oxaloacetate tautomerase activity"
"1778","oxidation-reduction process"
"1779","oxidative demethylation"
"1780","oxidative phosphorylation"
"1781","oxidative RNA demethylase activity"
"1782","oxidative single-stranded DNA demethylation"
"1783","oxidative single-stranded RNA demethylation"
"1784","oxidized purine nucleobase lesion DNA N-glycosylase activity"
"1785","oxidoreductase activity"
"1786","oxidoreductase activity, acting on a sulfur group of donors"
"1787","oxidoreductase activity, acting on CH-OH group of donors"
"1788","oxidoreductase activity, acting on CH or CH2 groups"
"1789","oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor"
"1790","oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor"
"1791","oxidoreductase activity, acting on iron-sulfur proteins as donors, NAD or NADP as acceptor"
"1792","oxidoreductase activity, acting on NAD(P)H"
"1793","oxidoreductase activity, acting on NAD(P)H, nitrogenous group as acceptor"
"1794","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor"
"1795","oxidoreductase activity, acting on other nitrogenous compounds as donors"
"1796","oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor"
"1797","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
"1798","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors"
"1799","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen"
"1800","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen"
"1801","oxidoreductase activity, acting on the aldehyde or oxo group of donors"
"1802","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
"1803","oxidoreductase activity, acting on the CH-CH group of donors"
"1804","oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor"
"1805","oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor"
"1806","oxidoreductase activity, acting on the CH-NH group of donors"
"1807","oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor"
"1808","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
"1809","oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor"
"1810","oxidoreductase activity, oxidizing metal ions"
"1811","oxo-acid-lyase activity"
"1812","oxoglutarate dehydrogenase (succinyl-transferring) activity"
"1813","oxoglutarate dehydrogenase complex"
"1814","oxygen-dependent protoporphyrinogen oxidase activity"
"1815","oxygen binding"
"1816","oxygen transporter activity"
"1817","p-aminobenzoyl-glutamate transmembrane transport"
"1818","p-aminobenzoyl-glutamate uptake transmembrane transporter activity"
"1819","P-P-bond-hydrolysis-driven protein transmembrane transporter activity"
"1820","palmitoleoyl [acyl-carrier-protein]-dependent acyltransferase activity"
"1821","palmitoyl-[acyl-carrier-protein] hydrolase activity"
"1822","palmitoyl-CoA hydrolase activity"
"1823","pantetheine-phosphate adenylyltransferase activity"
"1824","pantoate-beta-alanine ligase activity"
"1825","pantothenate biosynthetic process"
"1826","pantothenate biosynthetic process from valine"
"1827","pantothenate catabolic process"
"1828","pantothenate kinase activity"
"1829","pantothenate transmembrane transport"
"1830","pantothenate transmembrane transporter activity"
"1831","pathogenesis"
"1832","pectin catabolic process"
"1833","pectinesterase activity"
"1834","penicillin amidase activity"
"1835","penicillin binding"
"1836","pentaerythritol trinitrate reductase activity"
"1837","pentose-phosphate shunt"
"1838","pentose-phosphate shunt, non-oxidative branch"
"1839","pentose catabolic process"
"1840","pentose metabolic process"
"1841","peptidase activity"
"1842","peptidase activity, acting on L-amino acid peptides"
"1843","peptide-aspartate beta-dioxygenase activity"
"1844","peptide-lysine-N-acetyltransferase activity"
"1845","peptide-methionine (R)-S-oxide reductase activity"
"1846","peptide-methionine (S)-S-oxide reductase activity"
"1847","peptide-transporting ATPase activity"
"1848","peptide binding"
"1849","peptide catabolic process"
"1850","peptide deformylase activity"
"1851","peptide metabolic process"
"1852","peptide transmembrane transporter activity"
"1853","peptide transport"
"1854","peptide:proton symporter activity"
"1855","peptidoglycan-based cell wall"
"1856","peptidoglycan-protein cross-linking"
"1857","peptidoglycan binding"
"1858","peptidoglycan biosynthetic process"
"1859","peptidoglycan catabolic process"
"1860","peptidoglycan glycosyltransferase activity"
"1861","peptidoglycan L,D-transpeptidase activity"
"1862","peptidoglycan metabolic process"
"1863","peptidoglycan turnover"
"1864","peptidyl-arginine hydroxylation"
"1865","peptidyl-aspartic acid hydroxylation"
"1866","peptidyl-glutamine methylation"
"1867","peptidyl-L-beta-methylthioaspartic acid biosynthetic process from peptidyl-aspartic acid"
"1868","peptidyl-lysine deacetylation"
"1869","peptidyl-lysine desuccinylation"
"1870","peptidyl-lysine hydroxylation involved in bacterial-type EF-P lysine modification"
"1871","peptidyl-lysine N-acetyltransferase activity, acting on acetyl phosphate as donor"
"1872","peptidyl-prolyl cis-trans isomerase activity"
"1873","peptidyl-pyrromethane cofactor linkage"
"1874","peptidyl-serine autophosphorylation"
"1875","periplasmic side of cell outer membrane"
"1876","periplasmic space"
"1877","peroxidase activity"
"1878","peroxiredoxin activity"
"1879","phage shock"
"1880","phenazine biosynthetic process"
"1881","phenylacetate catabolic process"
"1882","phenylacetone monooxygenase activity"
"1883","phenylalanine-tRNA ligase activity"
"1884","phenylalanine-tRNA ligase complex"
"1885","phenylalanine N-acetyltransferase activity"
"1886","phenylalanine racemase (ATP-hydrolyzing) activity"
"1887","phenylalanine transport"
"1888","phenylalanyl-tRNA aminoacylation"
"1889","phosphatase activity"
"1890","phosphate-containing compound metabolic process"
"1891","phosphate acetyltransferase activity"
"1892","phosphate ion binding"
"1893","phosphate ion transmembrane-transporting ATPase activity"
"1894","phosphate ion transmembrane transport"
"1895","phosphate ion transport"
"1896","phosphatidate cytidylyltransferase activity"
"1897","phosphatidate phosphatase activity"
"1898","phosphatidic acid biosynthetic process"
"1899","phosphatidylcholine 1-acylhydrolase activity"
"1900","phosphatidylethanolamine biosynthetic process"
"1901","phosphatidylethanolamine:Kdo2-lipid A phosphoethanolamine transferase activity"
"1902","phosphatidylglycerol-membrane-oligosaccharide glycerophosphotransferase activity"
"1903","phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity"
"1904","phosphatidylglycerol biosynthetic process"
"1905","phosphatidylglycerophosphatase activity"
"1906","phosphatidylinositol alpha-mannosyltransferase activity"
"1907","phosphatidylinositol phospholipase C activity"
"1908","phosphatidylinositol phosphorylation"
"1909","phosphatidylserine 1-acylhydrolase activity"
"1910","phosphatidylserine decarboxylase activity"
"1911","phospho-N-acetylmuramoyl-pentapeptide-transferase activity"
"1912","phosphoadenylyl-sulfate reductase (thioredoxin) activity"
"1913","phosphodiesterase activity"
"1914","phosphodiesterase I activity"
"1915","phosphoenolpyruvate-dependent sugar phosphotransferase complex"
"1916","phosphoenolpyruvate-dependent sugar phosphotransferase system"
"1917","phosphoenolpyruvate-protein phosphotransferase activity"
"1918","phosphoenolpyruvate carboxykinase (ATP) activity"
"1919","phosphoenolpyruvate carboxylase activity"
"1920","phosphoglucomutase activity"
"1921","phosphogluconate dehydratase activity"
"1922","phosphogluconate dehydrogenase (decarboxylating) activity"
"1923","phosphoglucosamine mutase activity"
"1924","phosphoglycerate dehydrogenase activity"
"1925","phosphoglycerate kinase activity"
"1926","phosphoglycerate mutase activity"
"1927","phosphoglycolate phosphatase activity"
"1928","phospholipase A2 activity"
"1929","phospholipase activity"
"1930","phospholipid-translocating ATPase activity"
"1931","phospholipid binding"
"1932","phospholipid biosynthetic process"
"1933","phospholipid catabolic process"
"1934","phospholipid dephosphorylation"
"1935","phospholipid metabolic process"
"1936","phospholipid transport"
"1937","phosphomannomutase activity"
"1938","phosphomethylpyrimidine kinase activity"
"1939","phosphopantetheine binding"
"1940","phosphopantothenate--cysteine ligase activity"
"1941","phosphopantothenoylcysteine decarboxylase activity"
"1942","phosphopentomutase activity"
"1943","phosphoprotein phosphatase activity"
"1944","phosphopyruvate hydratase activity"
"1945","phosphopyruvate hydratase complex"
"1946","phosphorelay response regulator activity"
"1947","phosphorelay sensor kinase activity"
"1948","phosphorelay signal transduction system"
"1949","phosphoribosyl-AMP cyclohydrolase activity"
"1950","phosphoribosyl-ATP diphosphatase activity"
"1951","phosphoribosylamine-glycine ligase activity"
"1952","phosphoribosylaminoimidazole carboxylase activity"
"1953","phosphoribosylaminoimidazolecarboxamide formyltransferase activity"
"1954","phosphoribosylaminoimidazolesuccinocarboxamide synthase activity"
"1955","phosphoribosylanthranilate isomerase activity"
"1956","phosphoribosylformylglycinamidine cyclo-ligase activity"
"1957","phosphoribosylformylglycinamidine synthase activity"
"1958","phosphoribosylglycinamide formyltransferase 2 activity"
"1959","phosphoribosylglycinamide formyltransferase activity"
"1960","phosphoribulokinase activity"
"1961","phosphoric diester hydrolase activity"
"1962","phosphoric triester hydrolase activity"
"1963","phosphorus-oxygen lyase activity"
"1964","phosphorus metabolic process"
"1965","phosphorylase activity"
"1966","phosphorylated carbohydrate dephosphorylation"
"1967","phosphorylation"
"1968","phosphoserine phosphatase activity"
"1969","phosphotransferase activity, alcohol group as acceptor"
"1970","phosphotransferase activity, carboxyl group as acceptor"
"1971","phosphotransferase activity, for other substituted phosphate groups"
"1972","phosphotransferase activity, phosphate group as acceptor"
"1973","photoreceptor activity"
"1974","pilus"
"1975","pilus assembly"
"1976","pilus organization"
"1977","plasma membrane"
"1978","plasma membrane ATP synthesis coupled proton transport"
"1979","plasma membrane fumarate reductase complex"
"1980","plasma membrane protein complex"
"1981","plasma membrane respiratory chain complex I"
"1982","plasma membrane succinate dehydrogenase complex"
"1983","plasmid maintenance"
"1984","plasmid partitioning"
"1985","plastid"
"1986","polar-amino acid-transporting ATPase activity"
"1987","poly(A) binding"
"1988","poly(glycerol-phosphate) alpha-glucosyltransferase activity"
"1989","polyamine-transporting ATPase activity"
"1990","polyamine binding"
"1991","polyamine biosynthetic process"
"1992","polyamine transport"
"1993","polyketide metabolic process"
"1994","polynucleotide adenylyltransferase activity"
"1995","polyphosphate biosynthetic process"
"1996","polyphosphate catabolic process"
"1997","polyphosphate kinase activity"
"1998","polyphosphate kinase complex"
"1999","polyribonucleotide nucleotidyltransferase activity"
"2000","polysaccharide binding"
"2001","polysaccharide biosynthetic process"
"2002","polysaccharide catabolic process"
"2003","polysaccharide metabolic process"
"2004","polysaccharide transmembrane transporter activity"
"2005","polysaccharide transport"
"2006","pore complex"
"2007","porin activity"
"2008","porphobilinogen synthase activity"
"2009","porphyrin-containing compound biosynthetic process"
"2010","positive regulation of cell adhesion involved in single-species biofilm formation"
"2011","positive regulation of cell motility"
"2012","positive regulation of cellular response to heat"
"2013","positive regulation of chemotaxis"
"2014","positive regulation of DNA-templated transcription, initiation"
"2015","positive regulation of helicase activity"
"2016","positive regulation of ion transmembrane transporter activity"
"2017","positive regulation of mRNA cleavage"
"2018","positive regulation of multi-organism process"
"2019","positive regulation of potassium ion transmembrane transport"
"2020","positive regulation of proteolysis"
"2021","positive regulation of response to oxidative stress"
"2022","positive regulation of secondary metabolite biosynthetic process"
"2023","positive regulation of single-species biofilm formation on inanimate substrate"
"2024","positive regulation of transcription, DNA-templated"
"2025","positive regulation of translation"
"2026","positive regulation of translational fidelity"
"2027","post-translational protein modification"
"2028","postreplication repair"
"2029","posttranscriptional regulation of gene expression"
"2030","potassium-transporting ATPase activity"
"2031","potassium channel activity"
"2032","potassium ion binding"
"2033","potassium ion transmembrane transport"
"2034","potassium ion transmembrane transporter activity"
"2035","potassium ion transport"
"2036","potassium:chloride symporter activity"
"2037","potassium:proton antiporter activity"
"2038","precorrin-2 dehydrogenase activity"
"2039","prenyltransferase activity"
"2040","prephenate dehydratase activity"
"2041","prephenate dehydrogenase (NADP+) activity"
"2042","prephenate dehydrogenase activity"
"2043","preQ1 synthase activity"
"2044","preribosome, large subunit precursor"
"2045","primary metabolic process"
"2046","primary root development"
"2047","primosome complex"
"2048","proline-tRNA ligase activity"
"2049","proline biosynthetic process"
"2050","proline catabolic process"
"2051","proline catabolic process to glutamate"
"2052","proline dehydrogenase activity"
